LON,LAT,EDO,CLAVE,ESTACION,may-25
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",25.52
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",87.5
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",113.32
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",113.92
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",48
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",161.63
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",277.02
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",134.8
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",54.92
-100.198056,25.5175,NL,ECSNL,"El Cerrito, N.L.",87
-99.743889,24.99,NL,ELCARMENNL,"El Carmen, N.L. SGT*",190.9
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",19.6
-100.083333,24.833333,NL,GALNL,"Galeana, N.L.",27.67
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",108.9
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",93.07
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",96.52
-100.271667,25.682222,NL,MTRNL,"Monterrey, N.L.",106.52
-100.118056,23.4225,NL,MYNNL,"Mier y Noriega, N.L.",107.32
-100.304722,25.733611,NL,OBSNL,"Observatorio de Monterrey, N.L.",107.22
-99.777778,23.981389,NL,ZRGNL,"Zaragoza, N.L.",29
-97.720556,17.533611,OAX,AMTOX,"San Antonino Monte Verde, Oax.",260
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",38.91
-96.53,17.43,OAX,ATEOX,"Atepec, Oax.",55
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",96.2
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",11.81
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",133.9
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",176.9
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",59.45
-97.023056,17.459167,OAX,CMTOX,"Santiago Camotlán, Oax.",235.14
-96.721944,15.812222,OAX,COZOX,"San Francisco Cozoaltepec, Oax.",108.1
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",197.84
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",226.41
-97.819167,17.746389,OAX,FOYOX,"San Francisco Yosocuta, Oax.",121.94
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",253.01
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",234.51
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",5
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",2.4
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",55.31
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",340.4
-95.397778,16.445556,OAX,JDMOX,"Presidente Benito Juárez, Oax.",30
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",44.21
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",57
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",25
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",43
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",95.92
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",92.54
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",174.92
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",70.24
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",64.51
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",92.55
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",43.4
-95.481389,16.585278,OAX,RHOOX,"Río Hondo, Oax.",48.3
-95.916667,17.733333,OAX,RMLOX,"Río Manso Lalana, Oax.",218.3
-97.725,16.102778,OAX,RVEOX,"Río Verde, Oax.",7.5
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",104.5
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",107.71
-96.533333,17.883333,OAX,SFUOX,"San Felipe Usila, Oax.",377
-98.282222,17.846111,OAX,SJCOX,"San Juan Cieneguillas, Oax.",174.6
-98.1425,17.501389,OAX,SLAOX,"Silacayoápam, Oax.",105.95
-97.680278,18.188611,OAX,SNCOX,"Santiago Chazumba, Oax.",139.02
-97.653333,18.250833,OAX,SSFOX,"San Sebastian Frontera, Oax.",83.9
-96.55,18.05,OAX,STDOX,"Santo Domingo, Oax.",66.88
-97.536667,17.726111,OAX,STTOX,"Santiago Teotongo, Oax.",218
-95.2,16.3,OAX,TEHOX,"Tehuantepec, Oax.",39
-96.412222,18.232222,OAX,TEMOX,"Presidente Alemán, Oax.",158.5
-97.492222,17.513333,OAX,TEPOX,"Teposcolula, Oax.",320.03
-95.6,16.416667,OAX,TEQOX,"Tequisistlán, Oax.",1.53
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",155.5
-96.544722,15.739167,OAX,TNMOX,"Tonameca, Oax.",2.33
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",158.02
-96.133333,18.083333,OAX,TUXOX,"Tuxtepec, Oax.",137.2
-96.435278,17.933056,OAX,UCFOX,"Usila CFE, Oax.",312.6
-94.833333,16.45,OAX,UHGOX,"Unión Hidalgo, Oax.",12
-96.3,17.776389,OAX,VANOX,"Valle Nacional, Oax.",449.11
-97.826111,17.724444,OAX,YOSOX,"Yosocuta, Oax.",176.61
-95.93,17.15,OAX,ZACOX,"Zacatepec, Oax.",174.43
-98.389444,17.755278,OAX,ZALOX,"Zapotitlán Lagunas, Oax.",68.3
-94.216111,16.4025,OAX,ZANOX,"Zanatepec, Oax.",129.15
-98.285,19.016667,PUE,ACAPB,"Acatepec, Pue.",17.3
-97.418056,19.45,PUE,ACHPB,"Alchichica, Pue.",100.74
-97.934167,19.0625,PUE,ACJPB,"Acajete, Pue.",173.11
-98.055,18.277222,PUE,ADOPB,"Acatlán de Osorio, Pue.",115.31
-98.135833,18.9425,PUE,AFRPB,"Africam, Pue.",176.3
-97.920833,18.854167,PUE,AHAPB,"Ahuatepec, Pue.",177
-97.845,20.406944,PUE,APAPB,"Apapantilla, Pue.",297.8
-98.420833,18.921111,PUE,ATXPB,"Atlixco, Pue.",304.6
-97.881111,20.385833,PUE,AVCPB,"Avila Camacho, Pue.",307.2
-97.503333,19.961389,PUE,BAIPB,"Buenos Aires CFE, Pue.",218.62
-98.108611,18.9125,PUE,BDDPB,"Manuel Avila Camacho, Pue.",137.02
-97.441667,18.987222,PUE,CDSPB,"Ciudad Serdán, Pue.",54
-97.958333,18.968889,PUE,CEMPB,"Cemex, Pue.",154.3
-97.360833,18.316389,PUE,CHCPB,"Chilac, Pue.",88.4
-98.579167,18.516111,PUE,CHIPB,"Chietla, Pue.",105.11
-98.318056,19.068611,PUE,CHLPB,"Cholula, Pue.",149
-98.567778,18.109722,PUE,CHSPB,"Chila de la Sal, Pue.",64.9
-98.198611,19.022778,PUE,CNAPB,"Conagua, Pue.",79.02
-98.049722,19.743333,PUE,CNGPB,"Chignahuapan, Pue.",179.4
-98.164722,18.612778,PUE,COAPB,"Coatzingo, Pue.",131.05
-98.059444,19.092778,PUE,CPLPB,"Capulac, Pue.",656
-97.516667,20.033333,PUE,CTZPB,"Cuetzalan del Progreso, Pue.",264.02
-98.275556,18.966111,PUE,ECHPB,"Echeverría, Pue.",127.5
-98.456111,19.101111,PUE,HJTPB,"Huejotzingo, Pue.",124.51
-98.540278,18.772222,PUE,HQCPB,"Huaquechula, Pue.",279
-98.050833,20.176389,PUE,HUAPB,"Huauchinango, Pue.",121.1
-98.72,18.039722,PUE,IXCAMILPACFE,"Ixcamilpa, Pue. CFE*",24.7
-97.815833,19.621667,PUE,IXTPB,"Ixtacamaxtitlán, Pue.",154.3
-98.466389,18.610833,PUE,IZMPB,"Izúcar de Matamoros, Pue.",131
-97.691111,19.457222,PUE,LIBPB,"Libres, Pue.",188.32
-98.231111,19.010556,PUE,MAYPB,"Mayorazgo 21 Poniente, Pue.",144.94
-97.850278,20.733056,PUE,MTLPB,"Metlaltoyuca, Pue.",199.1
-96.781389,18.360278,PUE,NARPB,"Naranjastitla, Pue.",118.41
-98.002222,20.001667,PUE,NECAXA,"Necaxa, Pue. FENIX*",146.4
-98.000556,20.216667,PUE,NNEPB,"Necaxa, Pue.",86.8
-97.533333,19.7,PUE,OYAPB,"Oyameles, Pue.",66.05
-97.251389,18.918056,PUE,PCRPB,"Paso Carretas, Pue.",118
-98.264722,18.2,PUE,PIXPB,"Piaxtla, Pue.",128.72
-97.883333,20.233333,PUE,PTLPB,"Patla, Pue.",105.2
-98.166667,19.05,PUE,PUOPB,"Observatorio de Puebla, Pue.",202.6
-97.616667,19.25,PUE,QUIPB,"Quimixtlán, Pue.",164.9
-97.401667,20.116111,PUE,RNAPB,"Rancho Nuevo, Pue.",100.1
-98.22,19.113056,PUE,SCRPB,"San Cristóbal Caleras, Pue.",147.23
-97.205556,20.133889,PUE,SJAPB,"San José Acateno, Pue.",85.84
-97.91,18.735,PUE,SMCPB,"San Miguel Canoa, Pue.",186.01
-98.433889,19.287222,PUE,SMTPB,"San Martín Texmelucan, Pue.",197.7
-97.446667,19.960833,PUE,SOLPB,"La Soledad, Pue.",265.81
-98.582222,19.330278,PUE,SRTPB,"Santa Rita Tlahuapan, Pue.",109.5
-97.486389,19.952778,PUE,STLPB,"Sontalalco CFE, Pue.",185.05
-97.7925,20.004444,PUE,TDRPB,"Tepango de Rodríguez, Pue.",187.5
-97.7525,18.878889,PUE,TECPB,"Tecamachalco, Pue.",145.72
-97.395556,18.479167,PUE,TEHPB,"Tehuacán, Pue.",86.2
-98.777222,18.451944,PUE,TELPB,"Teotlalco, Pue.",162.12
-97.805833,19.829444,PUE,TEOPB,"Tetela de Ocampo, Pue.",104.3
-97.9475,20.21,PUE,TEPPB,"Tepexic, Pue.",71.4
-97.430556,18.468889,PUE,TETPB,"Teopilco, Pue.",89
-97.359722,19.815278,PUE,TEZPB,"Teziutlán, Pue.",98.51
-97.876111,20.315278,PUE,TLAXCALALTON,"Tlaxcalaltongo, Pue. SGT*",200.7
-96.849722,18.405,PUE,TLPPB,"Tlacotepec de Díaz, Pue.",235
-97.491944,19.489167,PUE,TPYPB,"Tepeyahualco, Pue.",149.8
-96.861389,18.483611,PUE,TYAPB,"Tepeyac, Pue.",178.15
-98.050833,20.176389,PUE,UDSPB,"Universidad de la Sierra, Pue.",159.31
-97.675833,20.510278,PUE,VENPB,"Venustiano Carranza, Pue.",183.2
-97.956944,20.277222,PUE,XDJPB,"Xicotepec de Juárez, Pue.",197.01
-97.585,19.859722,PUE,ZCPPB,"Zacapoaxtla, Pue.",114.82
-97.011389,18.332222,PUE,ZOQPB,"Zoquitlán, Pue.",56
-97.832778,20.178611,PUE,ZRGPB,"Zaragoza, Pue.",90
-100.412222,20.504167,QRO,BATQT,"El Batán, Qro.",181
-100.435556,20.604167,QRO,CARQT,"Carrillo, Qro.",81.9
-100.080278,20.418611,QRO,CNSQT,"Constitución de 1917, Qro.",59.1
-100.453333,20.535,QRO,EPUQT,"El Pueblito, Qro.",109.5
-100.366667,20.566667,QRO,GHQQT,"Gerencia Hidalgo, Qro.",105.7
-99.9625,20.198611,QRO,IDFQT,"San Ildefonso, Qro.",223.8
-99.479722,21.230278,QRO,JLPQT,"Jalpan, Qro.",38.9
-100.45,20.7,QRO,JRQQT,"Juriquilla, Qro.",117
-100.366667,20.566667,QRO,OBSQT,"Observatorio de Querétaro, Qro.",129.5
-99.815,21.055833,QRO,PMLQT,"Peñamiller, Qro.",49.03
-100,20.3625,QRO,SJSQT,"San José, Qro.",85.3
-86.820278,21.156667,QROO,CANQR,"Cancún, Q. Roo.",19.7
-87.300556,18.755556,QROO,CHINCHORROmar,"Banco Chinchorro, Q. Roo. SEMAR*",0
-88.3275,18.500556,QROO,CHOQR,"Observatorio de Chetumal, Q. Roo.",42.5
-88.300833,18.518889,QROO,CHTQR,"Chetumal Tecnológico, Q. Roo.",34.5
-86.775833,21.074444,QROO,CNCQR,"Cancún Radar, Q. Roo. SMN*",26.55
-86.946111,20.51,QROO,COZQR,"Cozumel, Q. Roo.",0
-88.045,19.575556,QROO,FCRQR,"Observatorio de Felipe Carrillo Puerto, Q. Roo.",19
-87.372778,21.521389,QROO,HLBQR,"Isla Holbox, Q. Roo.",89
-86.735,21.235556,QROO,IMJQR,"Isla Mujeres, Q.Roo.",30.2
-88.459444,18.572222,QROO,INIQR,"Instituto Nacional de Innovación Agraria, Q. Roo.",36.5
-88.703611,19.752222,QROO,JMORELOS,"José María Morelos, Q. Roo. SMN*",27.8
-87.486111,21.101944,QROO,KANTUNILKIN,"Kantunilkín, Q. Roo. SMN*",323.2
-87.077778,20.634444,QROO,PDCQR,"Playa del Carmen, Q. Roo.",28.5
-86.807222,21.185556,QROO,PTOJUAREZmar,"Puerto Juárez, Q. Roo. SEMAR*",0.254
-107.383333,25.090278,SIN,AL2SI,"El Varejonal hidrométrica, Sin.",0
-107.388333,25.101389,SIN,ALMSI,"Adolfo López Mateos, Sin.",0
-108.7,25.7,SIN,ARCSI,"Adolfo Ruiz Cortines, Sin.",0.02
-107.466667,25.033333,SIN,AWSSI,"Andrew Weiss, Sin.",2.01
-107.5375,25.333333,SIN,BDRSI,"Badiraguato, Sin.",0.51
-108.333333,26.733333,SIN,CHOSI,"Choix Pueblo, Sin.",0
-108.329167,26.736111,SIN,CHXSI,"Observatorio de Choix, Sin.",0
-107.4,24.816667,SIN,CLCSI,"Culiacán, Sin.",2
-109.333333,26.1,SIN,CRRSI,"El Carrizo, Sin.",0.02
-108.065556,25.484722,SIN,EBLSI,"Lic. Eustaquio Buelna, Sin.",0
-108.616667,26.433333,SIN,EFTSI,"El Fuerte, Sin.",1
-108.480833,25.806667,SIN,ENASI,"Estación Naranjo, Sin.",0.7
-108.316667,26.083333,SIN,GB2SI,"El Sabinal hidrométrica, Sin.",0
-107.911944,25.855278,SIN,GD2SI,"Bacurato hidrométrica de Gustavo Diaz Ordáz, Sin.",0.02
-107.911111,25.856667,SIN,GDOSI,"Gustavo Díaz Ordaz, Sin.",0.11
-108.091667,25.469444,SIN,GMCSI,"Guamúchil, Sin.",0
-108.466667,25.716667,SIN,GSVSI,"Guasave, Sin.",0
-107.225,25.344444,SIN,GTNSI,"Guatenipa, Sin.",10
-109.301111,25.966111,SIN,HDZSI,"Higuera de Zaragoza, Sin.",0.01
-107.059444,24.753611,SIN,JGRSI,"Juan Guerrero Alcocer, Sin.",0
-106.807222,24.571667,SIN,JLPSI,"José López Portillo, Sin.",0
-108.712222,26.437222,SIN,JODSI,"El Sabino, Sin.",0
-108.7025,26.426944,SIN,JORSI,"Josefa Ortiz de Domínguez, Sin.",0
-106.9,23.916667,SIN,LCRSI,"La Cruz, Sin.",0.01
-108.35,26.904167,SIN,LD2SI,"Huites hidrométrica, Sin.",0
-108.367778,26.844722,SIN,LDCSI,"Luis Donaldo Colosio, Sin.",0
-109,25.8,SIN,MCHSI,"Los Mochis, Sin.",0.03
-106.4,23.233333,SIN,MZTSI,"Observatorio de Mazatlán, Sin.",0.02
-107.440556,24.634722,SIN,OBSSI,"Observatorio de Culiacán, Sin.",1
-108.58,26.509722,SIN,PMHSI,"Miguel Hidalgo, Sin.",0.01
-106.466667,23.5625,SIN,QLTSI,"Quelite, Sin.",0
-107.755833,25.124722,SIN,RAVSI,"Estación Rancho Viejo, Sin.",0
-105.85,22.983333,SIN,RSRSI,"Rosario, Sin.",0
-107.843333,25.485556,SIN,SANJUAN,"San Juan, Sin. SMN*",0
-108.779167,26.073611,SIN,SFRSI,"Sufragio, Sin.",0
-107.8425,25.486667,SIN,SJNSI,"San Juan, Sin.",0.02
-107.1,24.45,SIN,SLRSI,"San Lorenzo, Sin.",0.02
-106.695833,24.121944,SIN,SLTSI,"Ing. Aurelio Benassini Vizcaíno, Sin.",0
-107.158333,24.813889,SIN,SN2SI,"Sanalona hidrométrica, Sin.",1.11
-107.151389,24.815,SIN,SNLSI,"Sanalona, Sin.",1.11
-106.25,23.35,SIN,SQRSI,"Siqueros, Sin.",0.02
-109.070278,25.590833,SIN,TOPOLOBAMPOmar,"Topolobampo, Sin. SEMAR*",0
-105.846944,23.088333,SIN,TORSI,"Las Tortugas, Sin.",0.01
-107.059722,24.7475,SIN,VINSI,"Vinoramas, Sin.",0
-108.358611,25.739167,SIN,ZOPSI,"El Zopilote, Sin.",0.02
-98.558333,21.972222,SLP,AJTSL,"Las Adjuntas, S.L.P.",8.6
-98.955833,21.748889,SLP,BLMSL,"Ballesmi, S.L.P.",119
-99.016667,21.983333,SLP,CDVSL,"Ciudad Valles, S.L.P.",142
-99.239444,21.906944,SLP,GANSL,"Gallinas, S.L.P.",32
-100.820556,21.88,SLP,IVGSL,"Valentín Gama, S.L.P.",42
-100.665833,23.6475,SLP,MA2SL,"Matehuala, S.L.P. SMN*",21.4
-100.642778,23.656944,SLP,MATSL,"Matehuala, S.L.P.",53.22
-99.159444,22.12,SLP,MICSL,"Micos, S.L.P.",139.8
-98.8,21.333333,SLP,MTPSL,"Observatorio de Matlapa, S.L.P.",119.9
-99.32,22.523333,SLP,NRJSL,"Naranjos, S.L.P.",65.2
-100.762222,21.849722,SLP,OCTSL,"Ojo Caliente, S.L.P.",43.4
-99.830556,21.651111,SLP,PMYSL,"Pedro Montoya, S.L.P.",54
-98.939722,21.847222,SLP,PUJSL,"El Pujal, S.L.P.",149.81
-98.888611,21.425,SLP,RQTSL,"Requetemu, S.L.P.",128.1
-99.995,21.931389,SLP,RVDSL,"Observatorio de Río Verde, S.L.P.",38.4
-101,22.2,SLP,SGRSL,"Soledad Graciano, S.L.P.",43.01
-101.019167,22.148056,SLP,SLPSL,"Observatorio de San Luis Potosí, S.L.P.",77
-99.055833,22.02,SLP,STRSL,"Santa Rosa, S.L.P.",87.02
-98.617222,21.692778,SLP,SVTSL,"San Vicente, S.L.P.",37.7
-99.146111,21.822222,SLP,TANCHACHIN,"Tanchachín, S.L.P. SGT*",113.5
-100.548333,21.629444,SLP,TIESL,"La Muñeca, S.L.P.",93.24
-99.146111,21.8225,SLP,TNCSL,"Tanchachín, S.L.P.",113
-101.9125,22.831944,SLP,VRASL,"Villa de Ramos, S.L.P.",24.2
-110.226111,29.825,SON,ACNSO,"Aconchi, Son.",0
-108.937778,27.021667,SON,ALMSO,"Álamos, Son.",0.2
-111.834444,30.714444,SON,ALTSO,"Observatorio de Altar, Son.",1
-109.8925,27.8225,SON,AOBSO,"Alvaro Obregón, Son.",0
-109.106667,27.226111,SON,ARCSO,"Adolfo Ruiz Cortines, Son.",0.01
-109.088611,30.07,SON,ARISO,"Aribabi, Son.",4.5
-110.92,29.076667,SON,ARLSO,"Abelardo Rodríguez Luján, Son.",0
-110.1675,30.335833,SON,ARZSO,"Arizpe, Son.",0
-110.238611,30.598889,SON,BCNSO,"Bacanuchi, Son.",0
-108.931667,30.355278,SON,BCRSO,"Bacerac, Son.",0.01
-109.625,27.416667,SON,CCRSO,"Cocoraque, Son.",0
-111.516389,30.873333,SON,CHTSO,"Cuauhtémoc, Son.",0
-110.736389,29.472222,SON,CJNSO,"El Cajón, Son.",0
-110.290833,30.98,SON,CNNSO,"Cananea, Son.",0.02
-109.931944,27.496389,SON,COBSO,"Ciudad Obregón, Son.",0.01
-109.233333,29.2,SON,ECBSO,"El Cubil, Son.",0
-110.8,27.95,SON,EPLSO,"Observatorio de Empalme, Son.",0.2
-110.85,27.95,SON,GYMSO,"Guaymas, Son.",0.01
-110.916667,29.066667,SON,HM2SO,"Observatorio de Hermosillo, Son.",0
-110.925833,29.073056,SON,HMNSO,"Hermosillo, Son.",0
-108.957222,30.210556,SON,HSHSO,"Huachinera, Son.",7
-110.886944,30.761667,SON,IMRSO,"Imuris, Son.",0
-110.396944,28.426389,SON,IRASO,"Ignacio R. Alatorre, Son.",0
-109.378889,30.437778,SON,LCDSO,"Lázaro Cárdenas, Son.",0
-110.783333,29.183333,SON,MLNSO,"El Molinito, Son.",0
-109.6875,30.374444,SON,NCZSO,"Observatorio de Nacozari, Son.",0
-110.947222,31.318889,SON,NGLSO,"Nogales, Son.",1.4
-109.443333,27.071944,SON,NVJSO,"Navojoa, Son.",0
-112.85,31.866667,SON,NYNSO,"Sonoyta, Son.",0
-109.083333,29.433333,SON,PDNSO,"Paso Nácori, Son.",0
-109.642222,28.976667,SON,PECSO,"Plutarco Elías Calles, Son.",0
-110.725556,29.2125,SON,PMOSO,"Ing. Rodolfo Félix Valdés, Son.",0
-113.550833,31.352778,SON,PT2SO,"Observatorio de Puerto Peñasco, Son.",6.3
-110.308333,28.472222,SON,PTASO,"Punta de Agua 2, Son.",0.01
-112.116667,30.697778,SON,PTQSO,"Pitiquito, Son.",0
-111.021389,30.050556,SON,QRBSO,"Querobabi, Son.",0.01
-108.876667,27.411944,SON,SBNSO,"San Bernardo, Son.",0
-111.445278,30.394722,SON,SRSSO,"Santa Rosa 2, Son.",0
-109.5,29.534722,SON,TPCSO,"Tepache, Son.",0.01
-109.2125,27.658333,SON,TSOSO,"Tesocoma, Son.",0
-110.289722,27.643611,SON,VCMSO,"Vícam, Son.",0.01
-108.927778,28.371389,SON,YCRSO,"Yécora, Son.",0.01
-91.483333,17.433333,TAB,BDCTB,"Boca del Cerro, Tab.",13
-93.362778,17.865,TAB,CAMOAPA,"Camoapa, Tab. SGT*",33.4
-93.376389,18.001111,TAB,CARTB,"Cárdenas, Tab.",74
-92.916667,17.98,TAB,EMUTB,"Villahermosa Muelle, Tab.",133.1
-92.814722,18.043611,TAB,EPOTB,"El Porvenir, Tab.",101.5
-93,17.975,TAB,GONTB,"González, Tab.",42.8
-92.167222,18.100556,TAB,JONUTAHM,"Jonuta hidrométrica, Tab. SGT*",35
-92.6,17.766667,TAB,MACTB,"Macuspana, Tab.",25.7
-92.75,17.380556,TAB,OXOTB,"Oxolotán, Tab.",127.4
-92.879167,17.854167,TAB,PNVTB,"Pueblo Nuevo, Tab.",28.7
-93.622778,18.175,TAB,POBLADOC11,"Poblado C11, Tab. SGT*",100.4
-92.877222,18.010833,TAB,PORVENIR,"Porvenir, Tab. SGT*",24.1
-92.976944,17.980278,TAB,POSTA,"La Posta, Tab. SGT*",18.4
-92.9375,17.566667,TAB,PUYTB,"Puyacatengo, Tab.",91.6
-93.275556,17.996944,TAB,SAMTB,"SaMaría, Tab.",48.6
-91.158333,17.791667,TAB,SPTTB,"San Pedro, Tab.",36.6
-92.778611,17.456944,TAB,TAPTB,"Tapijulapa, Tab.",146.1
-92.966667,17.566667,TAB,TEATB,"Teapa, Tab.",71.5
-92.333889,17.840556,TAB,TEPETITAN,"Tepetitán, Tab. SGT*",2.9
-98.39,24.065556,TAMPS,ABSTP,"Abasolo, Tamps.",85.1
-99.145556,22.986944,TAMPS,AHLTP,"Ahualulco, Tamps.",226.9
-97.926944,22.386111,TAMPS,BALTP,"Bombas Altamira, Tamps.",5.8
-99.123056,24.080556,TAMPS,BR1TP,"El Barretal Uno, Tamps.",144.4
-99.215,24.1025,TAMPS,BRRTP,"El Barretal, Tamps.",146.4
-98.5975,26.238056,TAMPS,CDOTP,"S J 2 18 Ciudad Díaz Ordaz, Tamps.",15.1
-98.8,26.25,TAMPS,CMGTP,"S J 2 11 Camargo, Tamps.",30.6
-99.148611,26.430556,TAMPS,CMRTP,"Mier, Tamps.",56.01
-97.817778,25.966389,TAMPS,CONTP,"Control, Tamps.",27.53
-98.935833,23.939167,TAMPS,CORTP,"Corona, Tamps.",173.3
-98.189444,26.016389,TAMPS,CRAEREYNOSA,"CRAE Reynosa, Tamps. SGT*",26.75
-99.166667,23.716667,TAMPS,CVCTP,"Observatorio de Ciudad Victoria, Tamps.",177.31
-99.1875,23.730278,TAMPS,CVTTP,"Ciudad Victoria, Tamps.",129.42
-99.078611,23.384444,TAMPS,ENNTP,"La Encantada, Tamps.",60.5
-98.691667,22.605,TAMPS,ERCTP,"Estudiante Ramiro Caballero Dorantes, Tamps.",8.2
-98.159167,24.841944,TAMPS,FDOTP,"San Fernando, Tamps.",74.6
-99.170556,26.560278,TAMPS,FLCTP,"Internacional Falcón, Tamps.",18.04
-99.154722,23.046667,TAMPS,GOMEZFARIAS,"Gómez Farías, Tamps. SGT*",84.2
-97.953333,23.166389,TAMPS,LAETP,"La Esperanza, Tamps.",10.7
-99.233611,26.408889,TAMPS,LBLTP,"Derivadora Las Blancas, Tamps.",35.2
-99.120556,22.852778,TAMPS,LSRTP,"La Servilleta, Tamps.",104.92
-99.551944,24.567778,TAMPS,MAGTP,"Magueyes, Tamps.",85.9
-97.522778,25.833333,TAMPS,MATTP,"Matamoros, Tamps.",130.92
-97.844167,22.283889,TAMPS,MDRTP,"Madero, Tamps.",0.6
-98.586389,25.1175,TAMPS,MENTP,"Mendez, Tamps.",53.4
-99.040833,26.374167,TAMPS,MGATP,"S J 1 2 Miguel Alemán, Tamps.",25.3
-98.705556,22.795833,TAMPS,MGSTP,"Magiscatzín Dos, Tamps.",7.7
-98.713611,22.797222,TAMPS,MGZTP,"Magiscatzín, Tamps.",7.7
-99.434444,24.2525,TAMPS,MHGTP,"Miguel Hidalgo, Tamps.",132.7
-98.925556,26.204722,TAMPS,MRGTP,"Marte Rodolfo Gómez, Tamps.",35.2
-98.903611,24.043889,TAMPS,PADTP,"Padilla, Tamps.",169.81
-97.8,25.8,TAMPS,PANTP,"Pueblo Anáhuac, Tamps.",106.62
-98.745833,23.726667,TAMPS,PDMTP,"Paso de Molina, Tamps.",133
-99.019167,24.208056,TAMPS,PILTP,"Pilón, Tamps.",214.2
-99.555833,24.2475,TAMPS,PJMTP,"Pedro José Méndez, Tamps.",56
-99.583333,24.183333,TAMPS,PVLTP,"Puerto de Valles, Tamps.",73.2
-99.026111,22.843056,TAMPS,RFRTP,"Río Frío, Tamps.",115.2
-98,25.966667,TAMPS,RIBTP,"Río Bravo, Tamps.",66
-97.991944,23.259444,TAMPS,RSPTP,"República Española, Tamps.",16.4
-98.285833,26.079722,TAMPS,RYATP,"S J 3 42 Reynosa, Tamps.",8.01
-98.883333,26.166667,TAMPS,RYNTP,"S J 2 9 Reynosa, Tamps.",8.01
-99.093056,23.031389,TAMPS,SBNTP,"Sabinas, Tamps.",160.31
-98.869444,22.784444,TAMPS,SDATP,"Saca de Agua, Tamps.",72.4
-98.7875,23.085556,TAMPS,SGBTP,"San Gabriel, Tamps.",129.5
-98.208889,23.762222,TAMPS,SLMTP,"Observatorio de Soto la Marina, Tamps.",73.21
-98.791389,22.943889,TAMPS,SLZTP,"Lic. Emilio Portes Gil, Tamps.",24.01
-97.876111,22.238333,TAMPS,TMPTP,"Sistema Lagunero del Río Tamesí, Tamps.",0.3
-98.421944,22.413611,TAMPS,TMSTP,"Tamesí, Tamps.",27.2
-97.804167,25.906111,TAMPS,VCATP,"Villa Cárdenas, Tamps.",38
-98.666389,23.959444,TAMPS,VGRTP,"Vicente Guerrero, Tamps.",142.7
-97.8,25.7,TAMPS,VHMTP,"Valle Hermoso, Tamps.",90
-99.551111,24.566667,TAMPS,VSMTP,"Victoria San Marcos, Tamps.",60.2
-98.131389,19.428611,TLAX,APITL,"Apizaco, Tlax.",157
-98.563889,19.586111,TLAX,CPPTL,"Calpulalpan, Tlax.",125.4
