LON,LAT,EDO,CLAVE,ESTACION,abr-25
-96.916667,19.811111,VER,TNCVC,"Tenochtitlán, Ver.",15.4
-97.2225,19.921944,VER,TOMVC,"Tomata, Ver.",34
-96.950278,19.233611,VER,TOTVC,"Totutla, Ver.",13.57
-98.153056,21.039722,VER,TRRVC,"Terrerillos, Ver.",0
-97.4,20.955556,VER,TXPVC,"Observatorio de Tuxpan, Ver.",0.8
-95.416667,18.466667,VER,TZAVC,"Tres Zapotes, Ver.",5.9
-97.254167,20.573611,VER,VEDVC,"Poza Verde, Ver. PC",0
-96.111111,19.154167,VER,VERVC,"Observatorio de Veracruz, Ver.",0.8
-96.613889,19.022222,VER,VTEVC,"Villa Tejeda, Ver.",2.7
-96.950833,19.5625,VER,XAYVC,"Xalapa Plan de Ayala PC, Ver.",62.2
-96.929167,19.511944,VER,XBSVC,"Xalapa Base PC, Ver.",59.2
-96.863889,19.546667,VER,XCAVC,"Xalapa Castillo Protección Civil, Ver.",20
-96.85,19.55,VER,XCFVC,"Xalapa CFE, Ver.",54.21
-96.916111,19.536944,VER,XCNVC,"Xalapa Constituyentes PC, Ver.",39.8
-96.903889,19.542222,VER,XCRVC,"Xalapa Cristal, Ver.",29.61
-96.901111,19.534722,VER,XDAVC,"Xalapa Dos de Abril, Ver.",41.21
-96.927222,19.541111,VER,XGEVC,"Xalapa Geografía PC, Ver.",16.2
-97.819167,21.205,VER,XILVC,"Ejido Xilitla, Ver. Protección Civil*",1.1
-96.935278,19.529167,VER,XIMVC,"Xalapa IMAC PC, Ver.",22.6
-96.918333,19.515833,VER,XMEVC,"Xalapa Ciencias Atmosféricas UV, Ver.",56.8
-96.935556,19.547222,VER,XMGVC,"Xalapa Magisterial, Ver.",27.93
-96.898056,19.556667,VER,XMNVC,"Xalapa Minas PC, Ver.",33.2
-96.913611,19.569444,VER,XMRVC,"Xalapa Moral, Ver. PC*",31.4
-96.918611,19.576111,VER,XNAVC,"Xalapa Naranjal PC, Ver.",34.2
-96.916667,19.533333,VER,XOBVC,"Observatorio de Xalapa, Ver.",34.6
-96.871667,19.511667,VER,XOLVC,"Xalapa Olmos PC, Ver.",35.4
-96.923889,19.527222,VER,XPMVC,"Xalapa Palacio PC, Ver.",60
-96.915556,19.565833,VER,XREVC,"Xalapa Revolución, Ver.",25.7
-96.894444,19.555833,VER,XSUVC,"Xalapa Sumidero, Ver.",25.41
-96.928056,19.720278,VER,XTOVC,"Xalapa TOV PC, Ver.",18.3
-96.777778,19.863889,VER,YECVC,"Yecuatla, Ver.",72.5
-97.388889,19.413889,VER,ZALVC,"Zalayeta, Ver.",0.5
-97.257778,20.596667,VER,ZARVC,"Carrizal, Ver. PC",0
-89.681111,20.649444,YUC,ABAYC,"Abalá, Yuc.",10.5
-89.218889,19.883056,YUC,BECYC,"Becanchén, Yuc.",16
-89.081667,20.463056,YUC,CANYC,"Cantamayec, Yuc.",5.4
-90.3825,20.858056,YUC,CELYC,"Celestún, Yuc. SMN*",5.2
-89.829444,20.752778,YUC,CHOYC,"Chocholá, Yuc.",15.4
-89.637778,21.030278,YUC,CICYC,"Centro de Investigación Científica, Yuc.",13
-89.501111,21.078889,YUC,CONYC,"Conkal, Yuc.",0.02
-87.676667,21.5125,YUC,CYOYC,"El Cuyo, Yuc.",7.3
-89.583611,20.983889,YUC,EZAYC,"Emiliano Zapata, Yuc.",25.5
-89.642778,21.048889,YUC,FIYYC,"Facultad de Ingeniería Universidad Autónoma de Yucatán, Yuc.",13.5
-89.658056,20.984167,YUC,GARYC,"Organismo de Cuenca Península de Yucatán, Yuc.",14.9
-89.651111,20.946389,YUC,MEOYC,"Observatorio de Mérida, Yuc.",11.31
-89.4375,21.105556,YUC,MOCYC,"Mocochá, Yuc.",0
-89.299444,21.102222,YUC,MTOYC,"Motul, Yuc.",1
-89.711667,20.493333,YUC,MUNYC,"Muna, Yuc.",0.5
-89.394722,20.290556,YUC,OXKYC,"Oxkutzcab, Yuc.",16.5
-88.930833,20.1325,YUC,PETYC,"Peto, Yuc.",20.03
-89.653889,21.275833,YUC,PROYC,"Observatorio de Progreso, Yuc.",7.8
-88.160278,21.571111,YUC,RILYC,"Río Lagartos, Yuc. SMN*",0
-89.046944,20.030278,YUC,TANYC,"Tantaquín, Yuc.",17
-89.558056,20.397778,YUC,TICYC,"Ticul, Yuc.",17
-88.1725,21.158611,YUC,TIZYC,"Tizimín, Yuc.",27.3
-88.216667,20.683333,YUC,VALLADOLIDob,"Observatorio de Valladolid, Yuc. SMN*",62
-88.204167,20.69,YUC,VALYC,"Observatorio de Valladolid, Yuc.",70
-103.459167,21.811389,ZAC,ATGZC,"Atolinga, Zac.",0
-102.733889,23.602222,ZAC,CFPZC,"Cañitas de Felipe Pescador, Zac",0
-102.896111,21.997222,ZAC,CHIZC,"El Chique, Zac.",0
-101.389444,24.621389,ZAC,CORZC,"Concepción del Oro, Zac.",16
-103.098333,23.693333,ZAC,ELCZC,"El Cazadero, Zac.",0.02
-102.040833,22.673056,ZAC,ELSZC,"El Saladillo, Zac.",0
-103.35,21.645833,ZAC,EXCZC,"Miguel Alemán, Zac.",0.01
-102.890833,23.173889,ZAC,FREZC,"Fresnillo, Zac.",0
-103.093333,21.933333,ZAC,GJAZC,"General Joaquín Amaro, Zac.",0
-102.506667,22.745556,ZAC,GPEZC,"Guadalupe, Zac.",0
-102.46,22.4875,ZAC,GRCZC,"Genaro Codina, Zac.",0
-103.605556,21.223889,ZAC,HITZC,"Huitzila, Zac.",0
-103.113889,21.404167,ZAC,JCHZC,"Juchipila, Zac.",0
-103.001944,22.642778,ZAC,JERZC,"Jerez, Zac.",0
-102.566944,22.778889,ZAC,LBUZC,"Observatorio de Zacatecas, Zac.",0
-103.603056,22.687222,ZAC,LFLZC,"La Florida, Zac.",0
-102.660556,22.996944,ZAC,LLBZC,"Llano Blanco, Zac.",0
-102.251667,22.438611,ZAC,LMOZC,"Luis Moya, Zac.",0
-103.382778,22.845278,ZAC,LOBZC,"Manuel Felgueres, Zac.",0
-101.985556,22.264722,ZAC,LORZC,"Loreto, Zac.",0
-103.216944,23.18,ZAC,LREZC,"Gobernador Leobardo Reynoso, Zac.",0
-103.362222,21.212778,ZAC,MORZC,"Mezquital del Oro, Zac.",0
-102.845556,21.3575,ZAC,NCTZC,"Nochistlán, Zac.",0.01
-102.615,24.983056,ZAC,NTAZC,"Nuevo Tampico, Zac.",2.3
-102.798056,22.347778,ZAC,PALZC,"Palomas, Zac.",0
-101.399167,22.117778,ZAC,PINZC,"Pino Suárez, Zac.",2.1
-102.903611,21.711111,ZAC,PMOZC,"Los Moraleños, Zac.",0
-103.025833,23.816944,ZAC,RGRZC,"Río Grande, Zac.",0
-102.8825,24.326111,ZAC,SFOZC,"San Francisco, Zac.",2.31
-103.506111,24.288611,ZAC,SGOZC,"Santiago, Zac.",0.1
-103.636389,23.638889,ZAC,SOMZC,"Observatorio de Sombrerete, Zac.",1
-103.495833,22.326667,ZAC,STEZC,"Independencia Nacional, Zac.",0
-103.108889,22.923611,ZAC,STRZC,"Santa Rosa, Zac.",0
-102.864167,22.120556,ZAC,TAYZC,"Ing. Julián Adame Alatorre, Zac.",0
-103.88,23.471944,ZAC,TCHZC,"Chalchihuites, Zac.",0
-103.461944,21.468611,ZAC,TGOZC,"Teúl de González Ortega, Zac.",0
-103.309444,21.773611,ZAC,TLLZC,"Tlaltenango, Zac.",0.01
-102.345556,23.288889,ZAC,VCOZC,"Villa de Cos, Zac.",0
-101.715833,22.347222,ZAC,VHGZC,"Villa Hidalgo, Zac.",0.01
-103.3375,21.588889,ZAC,VILZC,"José María Morelos, Zac.",0
-102.506111,22.746667,ZAC,ZA2ZC,"Zacatecas, Zac. SMN*",0
-102.585556,22.765,ZAC,ZACZC,"Zacatecas, Zac.",0
