Lon,Lat,Clave,Edo,Est,Tmed
-116.6,31.89,PLOPEZZAMORA,BC,Presa Emilio LÛpez Zamora B.C. SMN*,19.1
-116.91,32.45,PABELARLRDGZ2,BC,Abelardo L. RodrÌguez. 2 B.C. SMN*,20.9
-116.66,32.57,TECATE,BC,Tecate B.C. SMN*,22.2
-114.85,31.03,SFLBN,BC,Observatorio de San Felipe B.C.,29.3
-115.15,32.41,ENLBN,BC,Observatorio de Ejido Nuevo LeÛn B.C.,30.5
-115.29,32.67,MEXBN,BC,Mexicali B.C. SMN*,32.4
-115.5,31.1,ISANPEDR1,BC,San Pedro M·rtir B.C. UNAM*,15.3
-116.97,32.54,MMTJ,BC,Aeropuerto Internacional de Tijuana B.C.*,19.9
-115.25,32.63,MMML,BC,Aeropuerto Internacional de Mexicali B.C.*,30.5
-115.92,32.04,CONST1857,BC,ConstituciÛn de 1857 B.C. SMN*,17.7
-116.17,31.1,ENSBN,BC,Observatorio de Ensenada B.C.,19.3
-116.64,31.7,PTBBN,BC,Punta Banda B.C.,20.8
-114.83,30.99,SANFELIPEMAR,BC,San Felipe B.C. SEMAR*,28.4
-117.25,32.42,ISLACORONADOMAR,BC,Isla Coronado B.C. SEMAR*,18.5
-116.21,32.27,RUMOROSA,BC,La Rumorosa B.C. SMN*,19.8
-115.19,32.41,ENVOLEONob,BC,Observatorio del Ejido Nuevo LeÛn B.C. SMN*,31.4
-114.83,31.03,SFELIPEob,BC,Observatorio de San Felipe B.C. SMN*,29.0
-114.73,32.7,ALGODONESob,BC,Observatorio de Algodones B.C. SMN*,30.9
-116.3,32.52,HNGBN,BC,El Hongo B.C.,23.3
-116.73,31.91,CIBOLA,BC,CÌbola B.C. CICESE*,18.0
-116.61,32.03,VGUADALUPE,BC,Valle de Guadalupe B.C. CICESE*,19.1
-111.35,26.01,BLORETO,BCS,BahÌa de Loreto B.C.S. SMN*,30.4
-109.92,22.89,SLUBS,BCS,Cabo San Lucas B.C.S. SMN*,26.1
-109.93,22.9,CSLBS,BCS,Cabo San Lucas B.C.S.,26.7
-109.71,23.12,SJCBS,BCS,San JosÈ del Cabo B.C.S.,24.9
-110.21,23.48,TSNBS,BCS,Todos Santos B.C.S.,23.0
-109.71,23.49,SNTBS,BCS,Santiago B.C.S.,30.6
-109.59,23.59,RBRBS,BCS,La Ribera B.C.S.,29.0
-109.7,23.68,LBABS,BCS,Los Barriles B.C.S.,30.7
-109.84,23.74,SBABS,BCS,San Bartolo B.C.S.,27.9
-110.06,23.8,SANBS,BCS,San Antonio B.C.S.,31.6
-109.93,23.97,PLNBS,BCS,Los Planes B.C.S.,30.4
-110,24.08,SARBS,BCS,El Sargento B.C.S.,27.9
-113.46,27.64,DORBS,BCS,DÌaz Ordaz B.C.S.,20.5
-114.05,27.96,GNGBS,BCS,Guerrero Negro B.C.S.,19.0
-111.98,26.9,MLGBS,BCS,MulegÈ B.C.S.,28.6
-110,23.56,SLAGUNA,BCS,Sierra La Laguna B.C.S. SMN*,22.1
-110.37,24.15,LPZBS,BCS,Observatorio de La Paz B.C.S.,28.8
-111.66,25.01,CCNBS,BCS,Observatorio de Ciudad ConstituciÛn B.C.S.,25.2
-111.35,26.01,LRTBS,BCS,Observatorio de Loreto B.C.S.,30.4
-112.27,27.34,SRLBS,BCS,Observatorio de Santa RosalÌa B.C.S.,29.3
-109.72,23.14,MMSD,BCS,Aeropuerto Internacional de Los Cabos B.C.S.*,28.7
-110.37,24.08,MMLP,BCS,Aeropuerto Internacional de La Paz B.C.S.*,28.2
-111.35,25.99,MMLT,BCS,Aeropuerto Internacional de Loreto B.C.S.*,30.3
-109.42,23.45,CPULMO,BCS,Cabo Pulmo B.C.S. SMN*,27.8
-110.32,24.12,LAPAZob,BCS,Observatorio de La Paz B.C.S. SMN*,30.0
-111.83,24.48,PCORTESMAR,BCS,Puerto CortÈs B.C.S. SEMAR*,22.7
-109.94,22.95,MMSL,BCS,AerÛdromo Internacional de Cabo San Lucas B.C.S.,27.3
-114.02,27.98,UABCSCGNJ,BCS,UABCS Campus Guerrero Negro B.C.S. JCAS*,19.4
-113.46,27.64,DIAZORDAZBN,BCS,Gustavo Diaz Ordaz B.C.S. SMN*,22.7
-112.25,27.28,STAROSALIAob,BCS,Observatorio de Santa RosalÌa B.C.S. SMN*,29.7
-109.92,22.89,CPCSANLUCASmar,BCS,CapitanÌa de Puerto de Cabo San Lucas B.C.S. SEMAR*,26.2
-111.34,26.01,CPLORETOmar,BCS,CapitanÌa de Puerto de Loreto B.C.S. SEMAR*,29.1
-110.22,23.45,TODOSLOSSANTOS,BCS,Todos los Santos B.C.S. SMN*,21.8
-111.65,25.01,CDCONSTITUCIONo,BCS,Ciudad ConstituciÛn Ob B.C.S. SGT*,25.7
-111.35,26.01,LORETOob,BCS,Observatorio de Loreto B.C.S. SMN*,30.6
-109.91,22.88,SANLUCASmar,BCS,Cabo San Lucas B.C.S. SEMAR*,26.2
-110.31,24.17,CPLAPAZmar,BCS,CapitanÌa de Puerto de La Paz B.C.S. SEMAR*,28.0
-89.4,18.5,XPJCA,CAMP,Xpujil Camp.,28.7
-91.05,18.18,CNDCA,CAMP,Candelaria Camp.,30.6
-92.09,18.25,PLZCA,CAMP,Palizada Camp.,30.2
-90.74,18.6,ESCCA,CAMP,Esc·rcega Camp.,31.1
-91.76,18.65,CARCA,CAMP,El Carmen Camp.,30.8
-91.18,18.97,SBNCA,CAMP,Sabancuy Camp.,29.7
-90.58,19.3,CANCA,CAMP,Canasayab Camp.,29.7
-90.72,19.36,CHMCA,CAMP,ChampotÛn Camp.,30.9
-89.86,19.66,XCPCA,CAMP,Xcupil Camp.,28.8
-90.56,19.83,CMPCA,CAMP,Campeche Camp.,31.1
-90.51,19.84,COBCA,CAMP,Observatorio de Campeche Camp.,31.1
-90.11,20.18,HECCA,CAMP,Hecelchak·n Camp.,30.4
-91.8,18.65,MMCE,CAMP,Aeropuerto Internacional de Ciudad del Carmen Camp.*,30.2
-90.5,19.81,MMCP,CAMP,Aeropuerto Internacional de Campeche Camp.*,30.7
-89.89,18.36,CALCA,CAMP,Calakmul Camp. SMN*,28.1
-90.31,19.01,YOHALTUM,CAMP,Yohalt˙n Camp. SMN*,29.1
-92.1,18.25,PALIZADACA,CAMP,Palizada Camp. SMN*,30.1
-89.85,19.75,HPOCA,CAMP,Hopelchen Camp.,30.0
-90.72,19.36,CHAMPOTONmar,CAMP,ChampotÛn Camp. SEMAR*,29.8
-90.59,19.81,LERMAmar,CAMP,Lerma Camp. SEMAR*,30.5
-90.51,19.84,CAMPECHEob,CAMP,Observatorio de Campeche Camp. SMN*,30.8
-89.74,20,BOLCA,CAMP,Bolonchen Camp.,28.4
-91.83,18.63,EIOCDCARMENmar,CAMP,EstaciÛn de InvestigaciÛn Oceanogr·fica de Ciudad del Carmen Camp. SEMAR*,30.5
-91.84,18.65,CPISLCARMENmar,CAMP,CapitanÌa de Puerto de Isla del Carmen Camp. SEMAR*,31.2
-90.71,19.65,CPSEYBAPLAYAmar,CAMP,CapitanÌa de Puerto de Seybaplaya Camp. SEMAR*,30.3
-90.22,19.61,NYXCA,CAMP,Noh YaxchÈ Camp.,30.6
-99.2,19.3,DATDF,CDMX,DesviaciÛn Alta Cd. de MÈx.,14.8
-99.07,19.47,SJADF,CDMX,San Juan de AragÛn Cd. de MÈx.,19.2
-99.14,19.52,CEADF,CDMX,Campamento Amealco Cd. de MÈx.,19.8
-99.2,19.27,ECOGUARDAS,CDMX,Ecoguardas Ajusco Cd. de MÈx. SMN*,17.5
-99.1,19.39,TEZDF,CDMX,Tezontle Cd. de MÈx. SMN*,19.2
-99.2,19.41,CTMDF,CDMX,Observatorio de Tacubaya Cd. de MÈx.,19.5
-99.09,19.48,GCNDF,CDMX,km 6+250 Cd. de MÈx.,19.5
-99.07,19.44,MMMX,CDMX,Aeropuerto Internacional de la Ciudad de MÈxico Cd. de MÈx.*,19.3
-99.16,19.35,ENP6,CDMX,Escuela Nacional Preparatoria 6 Cd. de MÈx. UNAM*,19.5
-99.19,19.42,MDELREY,CDMX,Molino del Rey Cd. de MÈx SMN*,19.2
-99.14,19.48,CCHV,CDMX,Colegio de Ciencias y Humanidades Vallejo Cd. de MÈx. UNAM*,20.4
-99.18,19.33,CCA,CDMX,Centro de Ciencias de la AtmÛsfera Cd. de MÈx UNAM*,19.1
-99.12,19.48,ENP9,CDMX,Escuela Nacional Preparatoria 9 Cd. de MÈx. UNAM*,19.9
-99.2,19.4,TACUBAYAob,CDMX,Observatorio de Tacubaya Cd. de MÈx. SMN*,19.2
-99.12,19.27,ENP1,CDMX,Escuela Nacional Preparatoria 1 Cd. de MÈx. UNAM*,20.0
-99.13,19.3,ENP5,CDMX,Escuela Nacional Preparatoria 5 Cd. de MÈx. UNAM*,19.9
-99.09,19.48,ENP3,CDMX,Escuela Nacional Preparatoria 3 Cd. de MÈx. UNAM*,20.0
-99.2,19.5,CCHA,CDMX,Colegio de Ciencias y Humanidades Azcapotzalco Cd. de MÈx. UNAM*,19.4
-99.21,19.27,AJMSE,CDMX,Ajusco Medio Cd. de MÈx. SGIRPC*,16.8
-99.2,19.33,PEDSE,CDMX,Pedregal Cd. de MÈx. SGIRPC*,18.8
-99.09,19.48,GAMSE,CDMX,Gustavo A. Madero Cd. de MÈx. SGIRPC*,19.9
-99.12,19.42,MERSE,CDMX,Merced Cd. de MÈx. SGIRPC*,19.5
-99.01,19.25,TAHSE,CDMX,Tl·huac Cd. de MÈx. SGIRPC*,19.5
-99.17,19.45,CBIDF,CDMX,Escuela Nacional de Ciencias BiolÛgicas IPN Cd. de MÈx. SMN*,19.3
-99.2,19.4,MGHSE,CDMX,Miguel Hidalgo Cd. de MÈx. SGIRPC*,19.4
-99.15,19.48,LAASE,CDMX,Lab. de An·lisis Ambiental Cd. de MÈx. SGIRPC*,19.9
-99.16,19.37,BJUSE,CDMX,Benito Ju·rez Cd. de MÈx. SGIRPC*,19.2
-99.1,19.3,UAXSE,CDMX,Universidad AutÛnoma Metropolitana Xochimilco Cd. de MÈx. SGIRPC*,20.0
-99.2,19.31,CENAPRED,CDMX,Centro de Ciencias de la AtmÛsfera CENAPRED Cd. de MÈx SMN*,18.8
-99.07,19.36,UIZSE,CDMX,Universidad AutÛnoma Metropolitana Iztapalapa Cd. de MÈx. SGIRPC*,20.5
-105.16,26.74,VICCH,CHIH,Villa Coronado Chih.,27.7
-107.88,26.87,IGNCH,CHIH,San Ignacio Chih.,30.6
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,31.3
-107.91,27.22,URECH,CHIH,Urique Chih.,33.1
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,29.0
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,29.0
-107.48,28.48,AGZCH,CHIH,Abraham Gonz·lez Chih.,21.0
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,28.4
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,24.8
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,26.7
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,31.9
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,26.0
-106.4,31.74,CJZCH,CHIH,Ciudad Ju·rez Chih.,29.9
-105.38,27.41,CL2CH,CHIH,Colina hidromÈtrica Chih.,26.5
-106.77,26.23,CHNCH,CHIH,Chinat˙ Chih. SMN*,20.8
-107.07,26.82,GCCCH,CHIH,Guachochi Chih. SMN*,18.5
-104.91,27.11,JIMENEZCHIH,CHIH,JimÈnez Chih. SMN*,26.8
-108.54,27.39,CHICH,CHIH,ChÌnipas Chih. SMN*,31.4
-107.63,27.75,CRLCH,CHIH,Creel Chih.,19.7
-107.99,27.86,MAGCH,CHIH,Maguarichi Chih. SMN*,24.8
-106.84,28.4,CDCUAUHTEMOC,CHIH,Ciudad CuauhtÈmoc Chih. SMN*,23.9
-106.49,28.8,MAJALCA,CHIH,Cumbres de Majalca Chih. SMN*,20.9
-108.43,30.84,JANOS,CHIH,Janos Chih. SMN*,26.4
-105.68,26.92,PRRCH,CHIH,Observatorio de Parral Chih.,27.5
-107.85,28.95,TMCCH,CHIH,Observatorio de TemÛsachic Chih.,23.1
-107.93,30.38,CAGCH,CHIH,Observatorio de Nuevo Casas Grandes Chih.,27.0
-105.97,28.7,MMCU,CHIH,Aeropuerto Internacional de Chihuahua Chih.*,27.5
-106.44,31.64,MMCS,CHIH,Aeropuerto Internacional de Ciudad Ju·rez Chih.*,29.2
-106.39,26.47,ELVERGELSMN,CHIH,El Vergel Chih. SMN*,15.8
-108.54,27.42,CNDCH,CHIH,ChÌnipas Chih.,32.1
-106.5,30.62,VILLAAHUMADA,CHIH,Villa Ahumada Chih. SMN*,27.5
-107.26,28.77,BACCH,CHIH,BachÌniva Chih.,22.4
-106.45,31.76,CILANORTE,CHIH,CILA Norte Chih. SGT*,29.6
-105.81,27.45,VZRCH,CHIH,Valle de Zaragoza Chih.,26.9
-104.9,27.12,JIMENEZJ,CHIH,JimÈnez Chih. JCAS*,27.7
-105.17,27.7,CAMARGOJ,CHIH,Camargo Chih. JCAS*,29.2
-107.6,27.97,SANJUANITOJ,CHIH,San Juanito Chih. JCAS*,17.8
-106.88,28.39,CUAUHTEMOCJ,CHIH,CuauhtÈmoc Chih. JCAS*,23.1
-106.08,28.64,CHIHJCAS,CHIH,Chihuahua JCAS Chih. JCAS*,29.2
-106.08,28.68,CHIHPCIVIL,CHIH,Chihuahua PCivil Chih. JCAS*,28.2
-105.91,28.84,ALDAMAJ,CHIH,Aldama Chih. JCAS*,28.8
-103.91,29.11,MBENAVIDESJ,CHIH,Manuel Benavides Chih. JCAS*,29.1
-108.14,29.19,MADERAJ,CHIH,Madera Chih. JCAS*,20.8
-105.09,29.46,COYAMEJ,CHIH,Coyame Chih. JCAS*,29.0
-106.51,30.62,AHUMADAJ,CHIH,Ahumada Chih. JCAS*,28.5
-108,31.09,ASCENCIONJ,CHIH,AscensiÛn Chih. JCAS*,27.9
-106.01,31.37,PRAXEDISJ,CHIH,Pr·xedis Chih. JCAS*,28.6
-106.75,31.72,CONEJOSJ,CHIH,Ju·rez Conejos MÈdanos Chih. JCAS*,28.3
-106.53,31.73,DONBOSCOJ,CHIH,Don Bosco Chih. JCAS*,30.3
-106.43,31.74,IIT01J,CHIH,Instituto de IngenierÌa y TecnologÌa 01 Chih. JCAS*,30.5
-107.63,31.77,PALOMASJ,CHIH,Palomas Chih. JCAS*,28.9
-107.64,27.75,CREELJ,CHIH,Creel Chih. JCAS*,18.6
-105.81,27.46,VDEZARAGOZAJ,CHIH,Valle de Zaragoza Chih. JCAS*,27.8
-105.16,26.74,CORONADOJ,CHIH,Coronado Chih. JCAS*,26.8
-106.96,29.95,RFMAGONJ,CHIH,Ricardo Flores MagÛn Chih. JCAS*,26.8
-106.03,28.67,CHIHUAHUAob,CHIH,Observatorio de Chihuahua Chih. SMN*,28.3
-106.47,31.65,CNUACJ,CHIH,ClÌnica de NutriciÛn UACJ Chih. JCAS*,29.5
-107.7,28.76,C08243,CHIH,Tejolocachi Chih.,22.2
-105.96,28.77,C08270,CHIH,La Mesa Chih.,28.2
-106.48,28.8,C08099,CHIH,Majalca Chih.,20.3
-108.09,29.25,C08219,CHIH,PeÒitas Chih.,18.7
-107.07,26.81,GRCCH,CHIH,Guerachi Chih.,30.8
-107.72,27.03,BTPCH,CHIH,Batopilas Chih.,31.7
-105.81,28.6,SANANTONIOJ,CHIH,San Antonio Chih. JCAS*,28.1
-106.43,31.68,JUAREZJ,CHIH,Ju·rez Chih. JCAS*,29.8
-105.63,28.17,FIMCH,CHIH,Las VÌrgenes Chih.,28.6
-105.28,28.98,LLNCH,CHIH,El Granero Chih.,34.6
-106.56,31.77,BOMBEROS9J,CHIH,Bomberos 9 Anapra Chih. JCAS*,29.2
-106.68,27.9,SFBORJAJ,CHIH,San Francisco de Borja Chih. JCAS*,25.5
-107.39,29.18,ELTERREROJ,CHIH,El Terrero Chih. JCAS*,24.3
-106.1,28.62,CHIHPOTB,CHIH,Chihuahua Potabilizadora Chih. JCAS*,28.3
-105.69,26.93,PARRALJ,CHIH,Parral Chih. JCAS*,25.3
-107.48,28.55,GUERREROJ,CHIH,Guerrero Chih. JCAS*,22.4
-104.41,29.57,OJINAGAJ,CHIH,Ojinaga Chih. JCAS*,31.7
-108.14,29.18,MDRCH,CHIH,Ciudad Madera Chih.,21.3
-106.11,27.96,SATEVOJ,CHIH,SatevÛ Chih. JCAS*,27.8
-108.28,27.28,TEMORISJ,CHIH,TÈmoris Chih. JCAS*,24.5
-107.92,30.41,NCGJ,CHIH,Nuevo Casas Grandes Chih. JCAS*,27.4
-106.35,26.95,BALLEZAJ,CHIH,Balleza Chih. JCAS*,26.3
-107.83,28.95,TEMOSACHIJ,CHIH,TemÛsachi Chih. JCAS*,22.7
-106.79,28.45,CAMPCUACJ,CHIH,Campus CuauhtÈmoc UACJ Chih. JCAS*,23.2
-106,28.67,PTARSJ,CHIH,Planta de Tratamiento de Aguas Residuales Sur Chih. JCAS*,28.4
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,28.6
-92.58,15.2,DESCP,CHIS,Despoblado Chis.,27.9
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,28.1
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,24.5
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,27.7
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,26.3
-92.72,15.87,JAPCP,CHIS,Jaltenango Chis.,26.3
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,28.3
-92.67,15.92,REFCP,CHIS,Reforma Chis.,25.2
-93.08,16.16,REVCP,CHIS,RevoluciÛn Mexicana Chis.,26.2
-92.1,16.2,COOCP,CHIS,Observatorio de Comit·n Chis.,21.0
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,26.8
-92.78,16.4,ANGCP,CHIS,Doctor Belisario DomÌnguez Chis.,26.7
-92.8,16.55,ACACP,CHIS,Acala Chis.,28.6
-93.15,16.64,BOQCP,CHIS,BoquerÛn Chis.,27.0
-92.63,16.73,SCOCP,CHIS,Observatorio de San CristÛbal Chis.,18.7
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla GutiÈrrez Chis.,27.8
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,27.0
-92.82,16.94,SNACP,CHIS,Santa MarÌa Chis.,28.1
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,27.5
-93.33,17.12,YAMCP,CHIS,YamonhÛ Chis.,26.8
-93.6,17.18,MALCP,CHIS,NezahualcÛyotl Chis.,28.4
-93.38,17.42,SAYCP,CHIS,Sayula Chis.,27.9
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,28.7
-92.62,16.74,SCRCP,CHIS,Puente Morelos Chis.,17.7
-92.33,15.17,FHACP,CHIS,Finca Hamburgo Chis.,21.4
-92.81,15.66,ELTRIUNFO,CHIS,El Triunfo Chis. SMN*,18.0
-93.08,17.56,SJOCP,CHIS,San JoaquÌn Chis.,29.5
-93.02,16.56,MMTG,CHIS,Aeropuerto Internacional de Tuxtla GutiÈrrez Chis.*,27.1
-92.48,15.35,FPZCP,CHIS,Finca la Paz Chis.,21.3
-92.76,15.07,LAENCRUCIJADA,CHIS,La Encrucijada Chis. SGT*,27.9
-93.56,16.7,LFLCP,CHIS,Las Flores Chis.,26.8
-92.9,16,JSBCP,CHIS,Juan Sabines Chis.,26.9
-92.37,14.79,MMTP,CHIS,Aeropuerto Internacional de Tapachula Chis.*,27.9
-92.73,15.37,CACCP,CHIS,Cacaluta Chis.,27.2
-92.15,15.09,VTACANA,CHIS,Volc·n Tacan· Chis. SMN*,20.7
-91.99,17.53,PLQCP,CHIS,Palenque Chis. SMN*,29.0
-92.26,14.91,TAPCP,CHIS,Tapachula Chis.,29.2
-92.91,17.18,UNIVERSIDADLIND,CHIS,Universidad Lindavista Chis. SMN*,21.1
-93.9,16.24,AROCP,CHIS,Observatorio de Arriaga Chis.,29.4
-92.02,17.53,MMPQ,CHIS,Aeropuerto Internacional de Palenque Chis,29.2
-93.86,16.06,PAREDONMAR,CHIS,ParedÛn Chis. SEMAR*,29.0
-93.22,15.69,PIJCP,CHIS,Pijijiapan Chis.,28.6
-93.11,17.51,PICCP,CHIS,Pichucalco Chis.,29.5
-92.24,15.78,SMICP,CHIS,San Miguel Chis.,25.7
-92.13,16.23,COMITANob,CHIS,Observatorio de Comit·n Chis. SMN*,20.8
-91.52,16.81,NAHA,CHIS,Naha Chis. SMN*,23.7
-93.08,16.17,CREDREVOLUCIONM,CHIS,Cred RevoluciÛn Mexicana Chis. PC*,27.2
-93.46,17.45,PENCP,CHIS,Angel Albino Corzo Chis.,29.1
-92.4,14.7,PTOCHIAPASMAR,CHIS,Puerto Chiapas Chis. SEMAR*,28.2
-92.24,14.99,TAMCP,CHIS,Malpaso 2 Chis.,26.0
-92.25,15.36,CREDMOTOZINTLA,CHIS,Cred Motozintla Chis. SMN*,22.5
-92.95,15.5,ELNCP,CHIS,El Novillero Chis.,28.4
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,29.4
-101.02,25.38,STOCL,COAH,Saltillo Coah.,23.4
-103.45,25.54,TORCL,COAH,Observatorio de TorreÛn Coah.,31.0
-103.47,25.54,CYTCL,COAH,Coyote Coah.,30.4
-100.93,25.56,ARACL,COAH,Ramos Arizpe Aeropuerto Coah.,24.2
-102.98,25.76,SPECL,COAH,San Pedro Coah.,31.8
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,30.5
-101.12,27.85,SBNCL,COAH,Sabinas Coah.,31.7
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,29.8
-103.28,25.07,LFLDR,COAH,La Flor Coah.,29.7
-101.02,25.38,SALCL,COAH,Observatorio de Saltillo Coah.,23.3
-100.95,27.52,VCARRANZA,COAH,Venustiano Carranza Coah. SMN*,30.7
-101.33,27.92,NUEVAROSITA,COAH,Nueva Rosita Coah. SMN*,30.3
-100.92,25.44,ESLCL,COAH,SecretarÌa de Agricultura Saltillo Coah.,23.9
-101.42,26.91,MCVCL,COAH,Observatorio de Monclova Coah.,31.8
-100.53,28.71,PNGCL,COAH,Observatorio de Piedras Negras Coah.,31.7
-100.93,25.55,MMIO,COAH,Aeropuerto Internacional de Saltillo Coah.*,24.5
-103.4,25.56,MMTC,COAH,Aeropuerto Internacional de TorreÛn Coah.*,30.2
-101.46,26.95,MMMV,COAH,Aeropuerto Internacional Venustiano Carranza Coah.*,30.6
-100.54,28.63,MMPG,COAH,Aeropuerto Internacional de Piedras Negras Coah.*,30.7
-100.66,26.84,CDLCL,COAH,Candela Coah.,29.8
-102.06,26.98,CCGCL,COAH,Cuatro CiÈnegas Coah.,29.6
-101.21,28.4,SANTACECILIA,COAH,Santa Cecilia Coah. SMN*,28.5
-100.57,28.68,PNEGRASob,COAH,Observatorio de Piedras Negras Coah. SMN*,31.7
-100.95,29.33,LASVACASC,COAH,Las Vacas. Ciudad AcuÒa Coah. CILA*,30.8
-103.27,25.77,MADCL,COAH,Madero Coah.,30.0
-101.06,29.45,PLAAMISTAD,COAH,Presa La Amistad Coah. SGT*,30.4
-103.23,25.53,MATCL,COAH,Matamoros Coah.,29.3
-102.18,25.44,PARCL,COAH,Parras Coah.,26.5
-102.81,25.33,VSCCL,COAH,Viesca Coah.,29.3
-100.95,29.03,SMGCL,COAH,San Miguel Coah.,29.5
-100.95,29.33,CDACL,COAH,Ciudad AcuÒa Coah.,29.8
-103.87,19.17,LAECM,COL,La Esperanza Col.,28.5
-103.73,18.76,CDOCM,COL,Cerro de Ortega Col.,29.6
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,29.7
-103.87,18.91,TCMCM,COL,Tecom·n Col.,29.9
-103.8,19.21,CQMCM,COL,Coquimatl·n Col.,28.4
-103.73,19.22,LPSCM,COL,La Posta Col.,28.6
-104.1,18.94,RDRCM,COL,Radar Col.,29.6
-103.6,19.32,CUACM,COL,CuauhtÈmoc Col.,27.3
-104.32,19.04,MNZCM,COL,Observatorio de Manzanillo Col.,29.1
-103.61,19.25,BVSCM,COL,Buenavista Col.,26.9
-103.58,19.28,MMIA,COL,Aeropuerto Nacional de Colima Col.*,25.8
-110.95,18.73,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,25.3
-104.31,19.05,IOPmar,COL,Instituto Oceanogr·fico del PacÌfico Col. SEMAR*,29.9
-103.88,19.11,DJLCM,COL,P. deriv. Gregorio T. Q. Jala Col.,27.6
-103.81,19.33,PNTCM,COL,P. deriv. PeÒitas Col.,29.4
-104.06,19.39,MINATITLAN,COL,Minatitl·n Col. SMN*,25.8
-104.32,19.05,MANZANILLOob,COL,Observatorio de Manzanillo Col. SMN*,29.0
-104.56,19.15,MMZO,COL,Aeropuerto Internacional de Manzanillo Costalegre Col.*,28.4
-103.73,19.23,COLIMAob,COL,Observatorio de Colima Col. SMN*,28.2
