Lon,Lat,Clave,Edo,Est,Tmed
-90.72,19.36,CHAMPOTONmar,CAMP,ChampotÛn Camp. SEMAR*,24.4
-90.59,19.81,LERMAmar,CAMP,Lerma Camp. SEMAR*,25.1
-90.51,19.84,CAMPECHEob,CAMP,Observatorio de Campeche Camp. SMN*,25.2
-89.74,20,BOLCA,CAMP,Bolonchen Camp.,24.8
-89.72,19.46,DZILBACHEN,CAMP,DzilbachÈn Camp. SMN*,23.5
-99.2,19.3,DATDF,CDMX,DesviaciÛn Alta Cd. de MÈx.,15.3
-99.07,19.47,SJADF,CDMX,San Juan de AragÛn Cd. de MÈx.,15.9
-99.14,19.52,CEADF,CDMX,Campamento Amealco Cd. de MÈx.,16.5
-99.2,19.27,ECOGUARDAS,CDMX,Ecoguardas Ajusco Cd. de MÈx. SMN*,14.0
-99.1,19.39,TEZDF,CDMX,Tezontle Cd. de MÈx. SMN*,16.7
-99.2,19.41,CTMDF,CDMX,Observatorio de Tacubaya Cd. de MÈx.,16.9
-99.09,19.48,GCNDF,CDMX,km 6+250 Cd. de MÈx.,13.6
-99.07,19.44,MMMX,CDMX,Aeropuerto Internacional de la Ciudad de MÈxico Cd. de MÈx.*,15.8
-99.22,19.44,IBMSE,CDMX,Legaria Cd. de MÈx. SGIRPC*,16.2
-99.26,19.36,SFESE,CDMX,Santa Fe Cd. de MÈx. SGIRPC*,13.1
-99.16,19.35,ENP6,CDMX,Escuela Nacional Preparatoria 6 Cd. de MÈx. UNAM*,16.4
-99.2,19.4,ENP4,CDMX,Escuela Nacional Preparatoria 4 Cd. de MÈx. UNAM*,16.9
-99.19,19.42,MDELREY,CDMX,Molino del Rey Cd. de MÈx SMN*,15.9
-99.16,19.15,AJUSE,CDMX,Ajusco Cd. de MÈx. SGIRPC*,11.7
-99.14,19.48,CCHV,CDMX,Colegio de Ciencias y Humanidades Vallejo Cd. de MÈx. UNAM*,16.9
-99.01,19.25,TULYEHUALC,CDMX,Tulyehualco Cd. de MÈx. UNAM*,15.3
-99.18,19.33,CCA,CDMX,Centro de Ciencias de la AtmÛsfera Cd. de MÈx UNAM*,15.6
-99.13,19.42,ENP7,CDMX,Escuela Nacional Preparatoria 7 Cd. de MÈx. UNAM*,17.5
-99.12,19.48,ENP9,CDMX,Escuela Nacional Preparatoria 9 Cd. de MÈx. UNAM*,17.1
-99.15,19.31,SURSE,CDMX,Santa ⁄rsula Cd. de MÈx. SGIRPC*,15.9
-99.08,19.4,AGOSE,CDMX,AgrÌcola Oriental Cd. de MÈx. SGIRPC*,16.2
-99.14,19.55,CUAUTEPEC,CDMX,Cuautepec Cd. de MÈx. UNAM*,15.9
-99.15,19.2,TOPSE,CDMX,Topilejo Cd. de MÈx. SGIRPC*,11.2
-99.26,19.36,SANSE,CDMX,Santa Ana Cd. de MÈx. SGIRPC*,13.0
-99.2,19.4,TACUBAYAob,CDMX,Observatorio de Tacubaya Cd. de MÈx. SMN*,16.8
-99.15,19.5,CBIIDF,CDMX,Escuela de Ciencias BiolÛgicas 2 Cd. de MÈx. SMN*,19.3
-99.12,19.27,ENP1,CDMX,Escuela Nacional Preparatoria 1 Cd. de MÈx. UNAM*,16.7
-99.13,19.3,ENP5,CDMX,Escuela Nacional Preparatoria 5 Cd. de MÈx. UNAM*,16.5
-99.19,19.37,ENP8,CDMX,Escuela Nacional Preparatoria 8 Cd. de MÈx. UNAM*,15.7
-99.09,19.48,ENP3,CDMX,Escuela Nacional Preparatoria 3 Cd. de MÈx. UNAM*,16.2
-99.2,19.5,CCHA,CDMX,Colegio de Ciencias y Humanidades Azcapotzalco Cd. de MÈx. UNAM*,15.5
-99.21,19.27,AJMSE,CDMX,Ajusco Medio Cd. de MÈx. SGIRPC*,13.8
-99.2,19.33,PEDSE,CDMX,Pedregal Cd. de MÈx. SGIRPC*,15.7
-99.09,19.48,GAMSE,CDMX,Gustavo A. Madero Cd. de MÈx. SGIRPC*,17.1
-99.12,19.42,MERSE,CDMX,Merced Cd. de MÈx. SGIRPC*,17.5
-99.01,19.25,TAHSE,CDMX,Tl·huac Cd. de MÈx. SGIRPC*,15.4
-99.17,19.45,CBIDF,CDMX,Escuela Nacional de Ciencias BiolÛgicas IPN Cd. de MÈx. SMN*,17.0
-99.1,19.3,UAXSE,CDMX,UAM Xochimilco Cd. de MÈx. SGIRPC*,16.5
-99.2,19.4,MGHSE,CDMX,Miguel Hidalgo Cd. de MÈx. SGIRPC*,16.8
-107.92,27.22,URICH,CHIH,Urique Chih. SMN*,19.1
-107.91,27.22,URECH,CHIH,Urique Chih.,18.6
-105.41,27.54,LBQCH,CHIH,La Boquilla Chih.,11.5
-105.45,28.21,CDLCH,CHIH,Ciudad Delicias Chih.,10.4
-107.48,28.48,AGZCH,CHIH,Abraham Gonz·lez Chih.,4.3
-106.09,28.66,QIJCH,CHIH,Observatorio de Chihuahua Chih.,9.7
-108.3,29.2,GPCCH,CHIH,Guapoca Chih.,7.3
-107.38,29.56,TNTCH,CHIH,El Tintero Chih.,7.8
-104.41,29.56,OJNCH,CHIH,Ojinaga Chih.,9.7
-107.03,29.88,LJSCH,CHIH,Las Lajas Chih.,5.0
-106.77,26.23,CHNCH,CHIH,Chinat˙ Chih. SMN*,7.4
-107.07,26.82,GCCCH,CHIH,Guachochi Chih. SMN*,5.0
-104.91,27.11,JIMENEZCHIH,CHIH,JimÈnez Chih. SMN*,9.8
-108.54,27.39,CHICH,CHIH,ChÌnipas Chih. SMN*,15.4
-107.63,27.75,CRLCH,CHIH,Creel Chih.,5.3
-107.99,27.86,MAGCH,CHIH,Maguarichi Chih. SMN*,11.8
-106.84,28.4,CDCUAUHTEMOC,CHIH,Ciudad CuauhtÈmoc Chih. SMN*,8.3
-106.49,28.8,MAJALCA,CHIH,Cumbres de Majalca Chih. SMN*,3.5
-108.43,30.84,JANOS,CHIH,Janos Chih. SMN*,5.6
-105.68,26.92,PRRCH,CHIH,Observatorio de Parral Chih.,11.5
-107.85,28.95,TMCCH,CHIH,Observatorio de TemÛsachic Chih.,4.2
-107.93,30.38,CAGCH,CHIH,Observatorio de Nuevo Casas Grandes Chih.,7.1
-105.97,28.7,MMCU,CHIH,Aeropuerto Internacional de Chihuahua Chih.*,8.3
-106.44,31.64,MMCS,CHIH,Aeropuerto Internacional de Ciudad Ju·rez Chih.*,6.6
-106.39,26.47,ELVERGELSMN,CHIH,El Vergel Chih. SMN*,4.0
-108.54,27.42,CNDCH,CHIH,ChÌnipas Chih.,15.2
-106.5,30.62,VILLAAHUMADA,CHIH,Villa Ahumada Chih. SMN*,5.3
-104.47,29.53,OJINAGASMN,CHIH,Ojinaga Chih. SMN*,10.1
-106.45,31.76,CILANORTE,CHIH,CILA Norte Chih. SGT*,8.0
-106.35,26.95,BALLEZAJ,CHIH,Balleza Chih. JCAS*,10.5
-104.9,27.12,JIMENEZJ,CHIH,JimÈnez Chih. JCAS*,11.0
-105.17,27.7,CAMARGOJ,CHIH,Camargo Chih. JCAS*,12.0
-107.6,27.97,SANJUANITOJ,CHIH,San Juanito Chih. JCAS*,2.7
-106.88,28.39,CUAUHTEMOCJ,CHIH,CuauhtÈmoc Chih. JCAS*,7.1
-106.08,28.64,CHIHJCAS,CHIH,Chihuahua JCAS Chih. JCAS*,10.8
-106.08,28.68,CHIHPCIVIL,CHIH,Chihuahua PCivil Chih. JCAS*,10.6
-105.91,28.84,ALDAMAJ,CHIH,Aldama Chih. JCAS*,10.4
-107.83,28.95,TEMOSACHIJ,CHIH,TemÛsachi Chih. JCAS*,3.7
-103.91,29.11,MBENAVIDESJ,CHIH,Manuel Benavides Chih. JCAS*,9.3
-108.14,29.19,MADERAJ,CHIH,Madera Chih. JCAS*,3.9
-105.09,29.46,COYAMEJ,CHIH,Coyame Chih. JCAS*,8.8
-106.51,30.62,AHUMADAJ,CHIH,Ahumada Chih. JCAS*,7.5
-108,31.09,ASCENCIONJ,CHIH,AscensiÛn Chih. JCAS*,6.5
-106.01,31.37,PRAXEDISJ,CHIH,Pr·xedis Chih. JCAS*,6.2
-106.75,31.72,CONEJOSJ,CHIH,Ju·rez Conejos MÈdanos Chih. JCAS*,5.6
-106.53,31.73,DONBOSCOJ,CHIH,Don Bosco Chih. JCAS*,7.5
-106.43,31.74,IIT01J,CHIH,Instituto de IngenierÌa y TecnologÌa 01 Chih. JCAS*,8.0
-107.63,31.77,PALOMASJ,CHIH,Palomas Chih. JCAS*,5.7
-107.64,27.75,CREELJ,CHIH,Creel Chih. JCAS*,4.2
-105.81,27.46,VDEZARAGOZAJ,CHIH,Valle de Zaragoza Chih. JCAS*,11.0
-105.16,26.74,CORONADOJ,CHIH,Coronado Chih. JCAS*,11.5
-106.96,29.95,RFMAGONJ,CHIH,Ricardo Flores MagÛn Chih. JCAS*,7.5
-106.03,28.67,CHIHUAHUAob,CHIH,Observatorio de Chihuahua Chih. SMN*,8.7
-107.93,30.42,NCGRANDESob,CHIH,Observatorio de Nuevo Casas Grandes Chih. SMN*,7.2
-106.47,31.65,CNUACJ,CHIH,ClÌnica de NutriciÛn UACJ Chih. JCAS*,7.6
-105.81,28.6,SANANTONIOJ,CHIH,San Antonio Chih. JCAS*,11.7
-105.63,28.17,FIMCH,CHIH,Las VÌrgenes Chih.,10.9
-107.82,28.95,TEMOSACHICob,CHIH,Observatorio de TemÛsachic Chih. SMN*,2.6
-105.28,28.98,LLNCH,CHIH,El Granero Chih.,11.1
-106.56,31.77,BOMBEROS9J,CHIH,Bomberos 9 Anapra Chih. JCAS*,7.0
-106.68,27.9,SFBORJAJ,CHIH,San Francisco de Borja Chih. JCAS*,8.9
-106.38,31.65,BAVICORADSJ,CHIH,Bavicora Distrito Sur Chih. JCAS*,6.5
-107.39,29.18,ELTERREROJ,CHIH,El Terrero Chih. JCAS*,6.8
-106.1,28.62,CHIHPOTB,CHIH,Chihuahua Potabilizadora Chih. JCAS*,10.2
-105.69,26.93,PARRALJ,CHIH,Parral Chih. JCAS*,11.1
-107.48,28.55,GUERREROJ,CHIH,Guerrero Chih. JCAS*,5.1
-106.5,31.7,CDELINDIOJ,CHIH,Cerro del Indio Chih. JCAS*,7.2
-104.41,29.57,OJINAGAJ,CHIH,Ojinaga Chih. JCAS*,10.0
-106.4,28.34,SANTAISABELJ,CHIH,Santa Isabel Chih. JCAS*,10.0
-92.4,15,HUECP,CHIS,Huehuet·n Chis.,27.8
-92.47,15.13,HUICP,CHIS,Huixtla Chis.,28.0
-92.58,15.2,DESCP,CHIS,Despoblado Chis.,27.6
-92.67,15.32,ESCCP,CHIS,Escuintla Chis.,25.7
-92.88,15.45,MAPCP,CHIS,Mapastepec Chis.,26.9
-92.28,15.75,CHMCP,CHIS,Chicomuselo Chis.,21.9
-93.06,16.45,SDOCP,CHIS,Santo Domingo Chis.,24.0
-91.97,15.85,PCOCP,CHIS,Puente Concordia Chis.,23.0
-92.72,15.87,JAPCP,CHIS,Jaltenango Chis.,23.5
-93.53,15.88,TPICP,CHIS,Tres Picos Chis.,28.2
-92.67,15.92,REFCP,CHIS,Reforma Chis.,22.2
-93.08,16.16,REVCP,CHIS,RevoluciÛn Mexicana Chis.,22.8
-92.1,16.2,COOCP,CHIS,Observatorio de Comit·n Chis.,18.3
-92.48,16.31,CASCP,CHIS,Cascajal Chis.,23.5
-92.78,16.4,ANGCP,CHIS,Doctor Belisario DomÌnguez Chis.,25.1
-92.8,16.55,ACACP,CHIS,Acala Chis.,24.3
-93.15,16.64,BOQCP,CHIS,BoquerÛn Chis.,24.3
-92.63,16.73,SCOCP,CHIS,Observatorio de San CristÛbal Chis.,15.4
-93.13,16.75,TXOCP,CHIS,Observatorio de Tuxtla GutiÈrrez Chis.,23.6
-93.1,16.76,TUXCP,CHIS,Tuxtla Oriente Chis.,24.2
-92.82,16.94,SNACP,CHIS,Santa MarÌa Chis.,23.2
-93.1,16.94,CHICP,CHIS,Manuel Moreno Torres Chis.,24.9
-93.12,16.98,GRICP,CHIS,Grijalva Chis.,23.7
-93.33,17.12,YAMCP,CHIS,YamonhÛ Chis.,21.9
-93.38,17.42,SAYCP,CHIS,Sayula Chis.,23.1
-92.35,17.57,SAACP,CHIS,Salto de Agua Chis.,22.8
-92.62,16.74,SCRCP,CHIS,Puente Morelos Chis.,14.7
-92.33,15.17,FHACP,CHIS,Finca Hamburgo Chis.,21.8
-92.81,15.66,ELTRIUNFO,CHIS,El Triunfo Chis. SMN*,15.2
-93.08,17.56,SJOCP,CHIS,San JoaquÌn Chis.,24.3
-93.02,16.56,MMTG,CHIS,Aeropuerto Internacional de Tuxtla GutiÈrrez Chis.*,23.2
-92.76,15.07,LAENCRUCIJADA,CHIS,La Encrucijada Chis. SGT*,26.4
-93.56,16.7,LFLCP,CHIS,Las Flores Chis.,23.5
-92.9,16,JSBCP,CHIS,Juan Sabines Chis.,22.9
-92.37,14.79,MMTP,CHIS,Aeropuerto Internacional de Tapachula Chis.*,26.5
-92.73,15.37,CACCP,CHIS,Cacaluta Chis.,26.7
-92.15,15.09,VTACANA,CHIS,Volc·n Tacan· Chis. SMN*,20.9
-91.99,17.53,PLQCP,CHIS,Palenque Chis. SMN*,24.1
-92.26,14.91,TAPCP,CHIS,Tapachula Chis.,29.1
-92.91,17.18,UNIVERSIDADLIND,CHIS,Universidad Lindavista Chis. SMN*,18.0
-93.9,16.24,AROCP,CHIS,Observatorio de Arriaga Chis.,27.9
-92.02,17.53,MMPQ,CHIS,Aeropuerto Internacional de Palenque Chis,24.2
-93.86,16.06,PAREDONMAR,CHIS,ParedÛn Chis. SEMAR*,28.8
-93.22,15.69,PIJCP,CHIS,Pijijiapan Chis.,28.4
-92.24,15.78,SMICP,CHIS,San Miguel Chis.,22.4
-92.13,16.23,COMITANob,CHIS,Observatorio de Comit·n Chis. SMN*,17.8
-93.15,16.76,TUXTLAGTZob,CHIS,Observatorio de Tuxtla GutiÈrrez Chis. SMN*,24.1
-91.52,16.81,NAHA,CHIS,Naha Chis. SMN*,19.9
-93.08,16.17,CREDREVOLUCIONM,CHIS,Cred RevoluciÛn Mexicana Chis. PC*,23.5
-92.4,14.7,PTOCHIAPASMAR,CHIS,Puerto Chiapas Chis. SEMAR*,27.0
-103.7,27.29,SMJCL,COAH,Sierra Mojada Coah.,12.2
-101.02,25.38,STOCL,COAH,Saltillo Coah.,12.2
-103.45,25.54,TORCL,COAH,Observatorio de TorreÛn Coah.,15.0
-103.47,25.54,CYTCL,COAH,Coyote Coah.,14.8
-100.93,25.56,ARACL,COAH,Ramos Arizpe Aeropuerto Coah.,10.1
-102.98,25.76,SPECL,COAH,San Pedro Coah.,12.8
-100.62,27.52,VCRCL,COAH,Venustiano Carranza Coah.,12.1
-101.12,27.85,SBNCL,COAH,Sabinas Coah.,11.8
-100.95,29.33,CDACL,COAH,Ciudad AcuÒa Coah.,10.0
-101.06,29.45,AMSCL,COAH,Internacional La Amistad Coah.,8.6
-103.28,25.07,LFLDR,COAH,La Flor Coah.,14.9
-101.02,25.38,SALCL,COAH,Observatorio de Saltillo Coah.,12.1
-100.95,27.52,VCARRANZA,COAH,Venustiano Carranza Coah. SMN*,11.9
-101.33,27.92,NUEVAROSITA,COAH,Nueva Rosita Coah. SMN*,10.3
-100.92,25.44,ESLCL,COAH,SecretarÌa de Agricultura Saltillo Coah.,11.6
-101.42,26.91,MCVCL,COAH,Observatorio de Monclova Coah.,12.5
-100.53,28.71,PNGCL,COAH,Observatorio de Piedras Negras Coah.,10.4
-101.12,29.15,CBRCL,COAH,Cabeceras Coah.,9.0
-100.93,25.55,MMIO,COAH,Aeropuerto Internacional de Saltillo Coah.*,13.3
-103.4,25.56,MMTC,COAH,Aeropuerto Internacional de TorreÛn Coah.*,14.6
-101.46,26.95,MMMV,COAH,Aeropuerto Internacional Venustiano Carranza Coah.*,12.3
-100.54,28.63,MMPG,COAH,Aeropuerto Internacional de Piedras Negras Coah.*,12.0
-100.66,26.84,CDLCL,COAH,Candela Coah.,11.2
-102.06,26.98,CCGCL,COAH,Cuatro CiÈnegas Coah.,11.0
-101.21,28.4,SANTACECILIA,COAH,Santa Cecilia Coah. SMN*,8.5
-100.57,28.68,PNEGRASob,COAH,Observatorio de Piedras Negras Coah. SMN*,10.2
-100.95,29.33,LASVACASC,COAH,Las Vacas. Ciudad AcuÒa Coah. CILA*,10.1
-103.27,25.77,MADCL,COAH,Madero Coah.,14.4
-101.06,29.45,PLAAMISTAD,COAH,Presa La Amistad Coah. SGT*,10.6
-103.23,25.53,MATCL,COAH,Matamoros Coah.,13.5
-103.26,25.77,FIMCL,COAH,Francisco I. Madero Coah.,14.4
-103.87,19.17,LAECM,COL,La Esperanza Col.,24.1
-103.73,18.76,CDOCM,COL,Cerro de Ortega Col.,25.8
-103.77,18.81,LDACM,COL,Laguna de Amela Col.,25.9
-103.87,18.91,TCMCM,COL,Tecom·n Col.,25.9
-103.8,19.21,CQMCM,COL,Coquimatl·n Col.,25.3
-103.73,19.22,LPSCM,COL,La Posta Col.,25.6
-104.1,18.94,RDRCM,COL,Radar Col.,26.2
-103.6,19.32,CUACM,COL,CuauhtÈmoc Col.,24.8
-104.32,19.04,MNZCM,COL,Observatorio de Manzanillo Col.,25.6
-103.61,19.25,BVSCM,COL,Buenavista Col.,24.1
-104.56,19.15,MMZO,COL,Aeropuerto Internacional de Manzanillo-Costalegre Col.*,24.1
-103.58,19.28,MMIA,COL,Aeropuerto Nacional de Colima Col.*,24.6
-110.95,18.73,ISOCORROMAR,COL,Isla Socorro Col. SEMAR*,23.6
-104.31,19.05,IOPmar,COL,Instituto Oceanogr·fico del PacÌfico Col. SEMAR*,26.2
-103.88,19.11,DJLCM,COL,P. deriv. Gregorio T. Q. Jala Col.,24.8
-103.81,19.33,PNTCM,COL,P. deriv. PeÒitas Col.,27.0
-104.32,19.05,MANZANILLOob,COL,Observatorio de Manzanillo Col. SMN*,25.9
-102.78,24.63,SJGDR,DGO,San Juan de Guadalupe Dgo.,13.8
-104.29,25.56,SPGDR,DGO,San Pedro del Gallo Dgo.,12.4
-104.75,23.96,GVCDR,DGO,Presidente Guadalupe Victoria Dgo.,12.4
-104.67,24.03,DRGDR,DGO,Durango Dgo.,14.2
-104.12,24.44,CGVDR,DGO,Ciudad Guadalupe Victoria Dgo.,12.5
-104.78,24.52,CNTDR,DGO,Canatl·n Dgo.,13.2
-104.81,24.54,CBRDR,DGO,Caboraca Dgo.,11.1
-103.7,24.87,CNCDR,DGO,CuencamÈ Dgo.,17.1
-105.44,25.22,SACDR,DGO,SalomÈ Acosta Dgo.,12.0
-103.77,25.27,FZRDR,DGO,Francisco Zarco Dgo.,16.4
-103.52,25.53,CLRDR,DGO,Ciudad Lerdo Dgo.,12.4
-105.02,25.59,LCRDR,DGO,L·zaro C·rdenas Dgo.,14.4
-103.85,25.82,MPMDR,DGO,MapimÌ Dgo.,12.2
-104.93,26.24,VHGDR,DGO,Villa Hidalgo Dgo.,9.6
-105.5,26.44,VILLAOCAMPO,DGO,Villa Ocampo Dgo. SMN*,9.9
-104.28,25.08,SLCDR,DGO,San Luis del Cordero Dgo.,11.3
-103.98,23.74,VGCDR,DGO,Vicente Guerrero Dgo.,12.6
-104.92,24.8,GUADR,DGO,GuatimapÈ Dgo.,11.3
-104.25,23.39,MICHILIA,DGO,La Michilia Dgo. SMN*,8.3
-105.47,24.19,LVEDR,DGO,Las Vegas Dgo. SMN*,6.8
-103.98,26.55,LAFLOR,DGO,La Flor de Jimulco Dgo. SMN*,11.3
-103.75,26.69,MAPIMI,DGO,MapimÌ Dgo. SMN*,12.2
