LON,LAT,EDO,CLAVE,ESTACION,mar-25
-99.906667,16.849722,GRO,ACAGR,"Acapulco, Gro.",0
-98.975278,17.719722,GRO,AHUGR,"Ahuacuotzingo, Gro.",0
-100.5175,18.075833,GRO,AFIGR,"Andrés Figueroa, Gro.",0
-99.104722,18.106944,GRO,ATENANGOCFE,"Atenango del Río, Gro. CFE*",0
-100.433333,17.210278,GRO,ATYGR,"Atoyac, Gro.",0
-99.1,16.949444,GRO,AYUGR,"Ayutla, Gro.",0
-99.400833,18.459444,GRO,BVSGR,"Buena Vista, Gro.",0
-99.701111,17.672222,GRO,CCHGR,"Chichihualco, Gro.",0
-99.175833,17.608611,GRO,CHLGR,"Chilapa, Gro.",0
-99.5,17.545278,GRO,CHIGR,"Chilpancingo, Gro.",0
-100.664444,18.359444,GRO,CALGR,"Ciudad Altamirano, Gro.",0
-101.054444,17.376944,GRO,CYQGR,"Coyuquilla, Gro.",0
-98.411944,16.47,GRO,CNLGR,"Cuajinicuilapa, Gro.",0
-99.516667,17.233333,GRO,EOCGR,"El Ocotito, Gro.",0
-99.589722,17.157778,GRO,ELPUENTECFE,"El Puente, Gro. CFE*",0
-99.332778,18.3025,GRO,HTZGR,"Huitzuco, Gro.",0
-99.55,18.349722,GRO,IGLGR,"Iguala, Gro.",0
-99.995556,17.947778,GRO,ECAGR,"Ing. Carlos Ramírez Ulloa, Gro.",0
-98.513333,17.6225,GRO,IXTGR,"Ixcateopan de Tlapa, Gro.",0
-101.003056,18.418611,GRO,LCLGR,"La Calera, Gro.",0
-100.018056,16.958333,GRO,LDCGR,"Laguna de Coyuca, Gro.",0
-99.233611,16.758333,GRO,LASVIGASGRO,"Las Vigas, Gro. SMN*",0
-99.369167,17.471111,GRO,MCHGR,"Mochitlán, Gro.",0
-99.799722,16.8,GRO,ODAGR,"Observatorio de Acapulco, Gro.",0
-99.516944,17.576389,GRO,AERGR,"Observatorio de Chilpancingo Aeropuerto, Gro.",0
-99.5,17.55,GRO,CHILPANCINGOob,"Observatorio de Chilpancingo, Gro. SMN*",0
-99.5,17.6,GRO,ODZGR,"Observatorio de Zumpango, Gro.",0
-98.735,17.777222,GRO,OLNGR,"Olinalá, Gro.",0
-98.433333,16.683333,GRO,OMEGR,"Ometepec, Gro.",0
-98.888333,18.020833,GRO,PAPALUTLACFE,"Papalutla, Gro. CFE*",0
-99.45,17.483333,GRO,PETGR,"Petaquillas, Gro.",0
-98.500556,16.655833,GRO,QTZGR,"Quetzala, Gro.",0
-99.166111,16.823611,GRO,RMEGR,"Revolución Mexicana, Gro.",0
-100.478611,18.171944,GRO,SCRISTOBALCFE,"San Cristóbal, Gro. CFE*",0
-100.472778,17.139444,GRO,SJEGR,"San Jerónimo, Gro.",0
-99.516944,17.920833,GRO,SJTETELCINGOCFE,"San Juan Tetelcingo, Gro. CFE*",0
-99.605278,18.554444,GRO,TAXGR,"Taxco, Gro.",0
-99.526389,17.1675,GRO,TCOGR,"Tierra Colorada, Gro.",0
-99.399444,17.568056,GRO,TXTGR,"Tixtla, Gro.",0
-99.976389,17.789722,GRO,TLAGR,"Tlacotepec, Gro.",0
-98.6,17.5,GRO,TLPGR,"Tlapa, Gro.",0
-99.466111,18.295833,GRO,VTRGR,"Valerio Trujano, Gro.",0
-100.265833,18.382778,GRO,VGRGR,"Vicente Guerrero, Gro.",3
-98.488333,17.903889,GRO,XXHGR,"Xochihuehuetlán, Gro.",0
-99.933333,17.603333,GRO,YXTGR,"Yextla, Gro.",0
-101.548889,17.645278,GRO,ZHTGR,"Zihuatanejo, Gro.",0
-101.536667,20.446944,GTO,ABSGJ,"Abasolo, Gto.",0
-100.712222,20.0325,GTO,ACNGJ,"Acámbaro, Gto.",0.02
-101.625556,20.499167,GTO,ATBGJ,"Agua Tibia, Gto.",0
-100.5825,20.553889,GTO,AMCGJ,"Ameche, Gto.",0
-100.620833,20.454167,GTO,APSGJ,"Apaseo el Alto, Gto.",0
-100.683333,20.533333,GTO,AEGGJ,"Apaseo el Grande, Gto.",0
-101.370833,20.712778,GTO,ANSGJ,"Arandas, Gto.",0
-100.816667,20.536389,GTO,CLYGJ,"Celaya, Gto.",0.1
-100.9,20.95,GTO,CSRGJ,"Cinco Señores, Gto.",0
-101.474722,21.068056,GTO,COMGJ,"Comanjilla, Gto.",0
-100.363333,20.198333,GTO,CORGJ,"Coroneo, Gto.",0.6
-100.962778,20.487778,GTO,CRTGJ,"Cortázar, Gto.",0.5
-101.666667,20.616667,GTO,CRMGJ,"Cuerámaro, Gto.",0
-101.838333,21.048611,GTO,BRRGJ,"El Barrial, Gto.",0
-101.244444,20.872222,GTO,ECHGJ,"El Chapín, Gto.",0
-101.37,20.715833,GTO,ECNGJ,"El Conejo, Gto.",0
-100.9,20.279722,GTO,ECBGJ,"El Cubo, Gto.",1.51
-101.678889,21.173611,GTO,EPLGJ,"El Palote, Gto.",0.01
-101.996667,20.800556,GTO,FRIAS,"Frías, Gto. Protección Civil*",0
-100.825833,20.848056,GTO,IALGJ,"Ignacio Allende, Gto.",0
-101.35,20.683333,GTO,IRPGJ,"Irapuato, Gto.",0
-100.518333,20.145556,GTO,JCRGJ,"Jerécuaro, Gto.",0
-100.816667,20.833333,GTO,BEGGJ,"La Begoña hidrométrica, Gto.",0
-101.7425,20.439167,GTO,GLNGJ,"La Golondrina, Gto.",0
-101.287778,20.867222,GTO,PRSGJ,"La Purísima, Gto.",0
-101.107778,21.324167,GTO,LQMGJ,"La Quemada, Gto.",0
-101.073056,20.286944,GTO,LDYGJ,"Laguna de Yuriria, Gto.",0.01
-101.844167,20.675278,GTO,LADGJ,"Las Adjuntas, Gto.",0
-101.358889,20.276111,GTO,LJIGJ,"Las Jícamas, Gto.",0
-101.693333,21.136389,GTO,LENGJ,"León, Gto.",0
-101.6675,21.195556,GTO,CSTGJ,"Los Castillos, Gto.",0.01
-101.666667,21.191667,GTO,CSSGJ,"Los Castillos, Gto.",0.01
-100.501944,21.223611,GTO,MINERALPOZOS,"Mineral de Pozos, Gto. Protección Civil*",0
-101.266111,21.014167,GTO,GTOGJ,"Observatorio de Guanajuato, Gto.",0
-101.48,21.65,GTO,OCMGJ,"Ocampo, Gto.",0
-100.878333,21.105,GTO,PNLGJ,"Peñuelitas, Gto.",0
-101.111389,20.5225,GTO,PERGJ,"Pericos, Gto.",0
-100.883611,20.398333,GTO,LGVGJ,"Presa la Gavia, Gto.",0
-101.199444,20.565833,GTO,SLMGJ,"Salamanca, Gto.",0.01
-100.885833,20.216667,GTO,SLVGJ,"Salvatierra, Gto.",1.61
-101.216667,21.483333,GTO,SFEGJ,"San Felipe, Gto.",0
-100.751944,20.8975,GTO,SMAGJ,"San Miguel de Allende, Gto.",0
-100.745833,20.577778,GTO,SMOGJ,"San Miguel Octopan, Gto.",0
-101.016667,20.4,GTO,SJLGJ,"Santa Julia, Gto.",1.2
-101.066944,20.298333,GTO,SRTGJ,"Santa Rita, Gto.",0
-99.831389,21.320833,GTO,SGORDAII,"Sierra Gorda 2, Gto. SMN*",0
-100.666667,20.05,GTO,SL2GJ,"Solis, Gto.",4.9
-100.669722,20.055278,GTO,SLSGJ,"Solís, Gto.",0.02
-101.3,20.6,GTO,TEMGJ,"Temascatío, Gto.",0
-101.178889,20.382778,GTO,VDSGJ,"Valle de Santiago, Gto.",0
-100.0925,21.298889,GTO,XICGJ,"Xichú, Gto.",0
-98.348056,21.019444,HGO,ATCHD,"Atlapexco, Hgo.",9.01
-98.716111,20.185556,HGO,ELCHICO,"El Chico, Hgo. SMN*",1.2
-99.36,20.163889,HGO,ENDHD,"Endhó, Hgo.",5.01
-98.076111,20.46,HGO,HHTHD,"Huehuetla, Hgo.",27.6
-98.416667,21.15,HGO,HJTHD,"Huejutla, Hgo.",9.6
-99.501111,20.663333,HGO,ZMPHD,"Ing. Fernando Hiriart Balderrama, Hgo.",1
-99.220833,20.481944,HGO,IXMHD,"Ixmiquilpan, Hgo.",1
-99.329444,20.359722,HGO,PRGHD,"Javier Rojo Gómez, Hgo.",1.01
-98.128333,20.135556,HGO,LLAHD,"La Laguna, Hgo.",9.5
-98.757222,20.591667,HGO,LMTHD,"Metztitlán, Hgo.",0
-99.218611,20.2375,HGO,MXQHD,"Mixquiahuala, Hgo.",5.5
-98.7475,20.123333,HGO,PCOHD,"Observatorio de Pachuca, Hgo.",6.9
-98.369444,20.083333,HGO,TLGHD,"Observatorio de Tulancingo, Hgo.",2.7
-99.310833,19.963056,HGO,PRQHD,"Requena, Hgo.",4
-98.6,21.166667,HGO,ORZHD,"San Felipe Orizatlán, Hgo.",0.61
-99.308333,20.573611,HGO,TAXQUILLOCFE,"Taxquillo, Hgo. CFE*",0.01
-99.348333,20.056944,HGO,TLRHD,"Tula Las Rosas, Hgo.",13
-99.375833,20.435556,HGO,PVAHD,"Vicente Aguirre, Hgo.",1.01
-98.647222,20.652778,HGO,ZXTHD,"Zacualtipán, Hgo.",17
-103.133333,20.316667,JAL,ACHAPALAGDL,"Acueducto Chapala Guadalajara, Jal. SGT*",0
-102.436944,21.599444,JAL,AJJJL,"Ajojucar, Jal.",0
-103.091944,20.397222,JAL,ATQJL,"Atequiza, Jal.",0
-103.446389,20.746667,JAL,BAZJL,"Base Aérea Zapopan, Jal.",0
-104.061111,19.913611,JAL,BBAJL,"Basilio Vadillo, Jal.",0
-103.724444,22.406111,JAL,BCSJL,"Bocas, Jal.",0
-103.782778,21.831667,JAL,BLNJL,"Bolaños, Jal.",0
-105.129722,19.9975,JAL,CPEJL,"Cajón de Peña, Jal.",0
-103.201944,20.290556,JAL,CHAJL,"Chapala 1, Jal. SMN*",0.51
-104.566667,19.233333,JAL,CIHJL,"Cihuatlán, Jal.",0
-102.774167,19.287778,JAL,CHLMC,"Constitución de Apatzingán, Jal.",0
-104.780833,20.479722,JAL,CRNJL,"Corrinchis, Jal.",0
-105.218333,20.593333,JAL,CULJL,"Cuale, Jal.",0
-103.45,21.066667,JAL,CXTJL,"Cuixtla, Jal.",0
-104.555278,19.627778,JAL,CHFJL,"El Chiflón, Jal.",0
-101.7375,21.497778,JAL,CRTJL,"El Cuarenta, Jal.",0
-103.354444,20.680556,JAL,GUAJL,"Guadalajara Centro, Jal.",0
-105.184444,19.653889,JAL,HIGJL,"Higuera Blanca 2, Jal.",0
-102.25,20.483333,JAL,HUAJL,"Huascato, Jal.",0
-104.105833,21.196944,JAL,PLYJL,"Ing. Alfredo Elías Ayub, Jal.",0
-102.976111,20.681389,JAL,EGCJL,"Ing. Elías González Chávez, Jal.",0
-102.231944,20.491111,JAL,POLJL,"Ing. Guillermo Lugo Sanabria, Jal.",0
-103.845833,20.596389,JAL,VEGJL,"Ing. Santiago Camarena, Jal.",0
-102.705833,20.293889,JAL,JMYJL,"Jamay, Jal.",0
-102.558333,20.275556,JAL,LABARCA,"La Barca, Jal. SGT*",0
-103.335,20.723333,JAL,EXPJL,"La Experiencia, Jal.",0
-101.85,21.35,JAL,SAUJL,"La Sauceda, Jal.",0
-101.835556,21.359167,JAL,SA1JL,"La Sauceda, Jal.",0
-103.201667,20.290556,JAL,LDCJL,"Lago de Chapala, Jal.",0
-101.919722,21.359722,JAL,LDMJL,"Lagos de Moreno, Jal.",0
-103.705556,20.908889,JAL,SRSJL,"Manuel M. Diéguez, Jal.",0
-103.590833,19.592222,JAL,NEVADOCOLIMA,"Nevado de Colima, Jal. SMN*",0
-103.465278,19.697778,JAL,CGZJL,"Observatorio de Ciudad Guzmán, Jal.",0
-103.25,22.133333,JAL,CLTJL,"Observatorio de Colotlán, Jal.",0
-103.392778,20.706667,JAL,GUCJL,"Observatorio de Guadalajara, Jal.",0
-103.361667,20.583889,JAL,PITJL,"PIAE Toluquilla, Jal.",0
-103.322778,20.286667,JAL,PBRJL,"Piedra Barrenada, Jal.",0
-104.370278,19.976111,JAL,TMLJL,"Ramón Corona Madrigal General, Jal.",0
-104.05,20.55,JAL,RAMJL,"Río Ameca, Jal.",0
-105.133611,19.998611,JAL,RIOTOMATLAN,"Río Tomatlán, Jal. SMN*",0
-102.5,21.3,JAL,SGRJL,"San Gaspar de los Reyes, Jal.",0
-103.9175,19.463611,JAL,SMANANTLANI,"Sierra Manatlán 1, Jal. SMN*",0
-103.396667,18.967222,JAL,TRJCM,"Solidaridad, Jal.",0
-104.320278,20.036111,JAL,TCTJL,"Tacotán, Jal.",0
-103.198611,22.171944,JAL,TENJL,"Tenasco, Jal.",0
-102.583333,21.45,JAL,TCAJL,"Teocaltiche, Jal.",0
-103.419444,20.4425,JAL,TLAJOMULCO,"Tlajomulco, Jal. SMN*",0
-103.316667,20.583333,JAL,TLAJL,"Tlaquepaque, Jal.",0
-98.655278,19.118611,MEX,ALTZOMONI,"Altzomoni, Méx SMN*",7.4
-99.866667,19.783333,MEX,ATPMX,"Atlacomulco Prepa., Méx.",5.2
-100.436389,18.781111,MEX,BEJMX,"Bejucos, Méx.",0
-99.298611,19.406667,MEX,CDBMX,"Caída del Borracho, Méx.",14.75
-98.884722,19.483333,MEX,CHPMX,"Chapingo, Méx.",0.8
-98.885,19.485833,MEX,CHAPINGODF,"Chapingo, Méx. SACMéx.",0.25
-99.041667,19.593889,MEX,CHICONAUTLAI,"Chiconautla 1, Méx. SACMéx.",1.25
-99.108333,19.515556,MEX,CHICONAUTLAII,"Chiconautla 2, Méx. SACMéx.",2
-99.559722,19.884722,MEX,DNXMX,"Danxho, Méx.",17.5
-99.238333,19.453611,MEX,EMOMX,"El Molinito Río Hondo, Méx.",22
-99.739722,20.124167,MEX,PMNMX,"El Molino, Méx.",0
-99.905278,19.856944,MEX,TJCMX,"El Tejocote, Méx.",3.8
-99.334167,19.382222,MEX,VNDMX,"El Venado, Méx.",10
-99.790278,19.829167,MEX,PFBMX,"Francisco José Trinidad Fabela, Méx.",3
-99.511667,19.205,MEX,CGCMX,"Gerencia Conagua CODAGEM, Méx.",10.61
-99.252222,19.635556,MEX,GDLMX,"Guadalupe, Méx.",0
-99.696944,20.046389,MEX,HPNMX,"Huapango, Méx.",0.03
-99.775,19.461667,MEX,PIRMX,"Ignacio Ramírez, Méx.",0.01
-99.704722,19.465833,MEX,SBBMX,"José Antonio Alzate, Méx.",1.5
-99.05,19.633333,MEX,K27MX,"km 27+250, Méx.",4.31
-99.304444,19.695,MEX,CNPMX,"La Concepción, Méx.",2
-98.917222,19.578889,MEX,GRDMX,"La Grande, Méx.",6.3
-99.250833,19.633333,MEX,LDEGUADALUPE,"Lago de Guadalupe, Méx. SGT*",0.25
-99.260833,19.526944,MEX,PMDMX,"Madín, Méx.",7.21
-99.220833,19.477778,MEX,MBLMX,"Molino Blanco, Méx.",12.01
-99.864444,20.038611,MEX,PNDMX,"Ñadó, Méx.",2.01
-99.714167,19.291111,MEX,COBMX,"Observatorio de Toluca, Méx.",9.3
-99.420833,18.990833,MEX,OCUMX,"Ocuilán de Arteaga, Méx",0
-99.234722,19.475833,MEX,PBRIOHONDO,"P.B. Río Hondo, Méx. SACMéx.",23.25
-99.010278,19.636944,MEX,PCTMX,"Planta Chiconautla 1, Méx.",1.25
-99.025,19.65,MEX,PCCMX,"Planta Chiconautla 2, Méx.",2
-99.184722,19.580833,MEX,PBTMX,"Planta de bombeo Barrientos, Méx.",2.25
-99.184722,19.580833,MEX,BARRIENTOS,"Planta de bombeo Barrientos, Méx. SACMéx.",2.25
-99.0425,19.616111,MEX,POZOGRANCANAL,"Pozo Gran Canal, Méx. SACMéx.",3.25
-99.293611,19.4575,MEX,PRESATOTOLICA,"Presa Totolica, Méx. SACMéx.",13.5
-99.961389,19.660833,MEX,TPTMX,"San Andrés Tepetitlán, Méx.",1.5
-99.741667,19.591667,MEX,SLBMX,"San Bartolo del Llano, Méx.",0
-98.870833,19.190278,MEX,SLAMX,"San Luis Ameca, Méx.",6
-98.873333,19.284722,MEX,SLCHALCO,"San Luis Chalco, Méx. SGT*",1.5
-99.123889,19.904722,MEX,TTQMX,"Tajo de Tequixquiac, Méx",0.04
-99.385278,19.834722,MEX,TXMHD,"Taxhimay, Méx.",2
-99.935833,18.931389,MEX,TESMX,"Texcaltitlán, Méx.",0
-99.283056,19.4525,MEX,TTLMX,"Totolica hidrométrica, Méx.",35.7
-99.799167,19.343056,MEX,TBRMX,"Tres Barrancas, Méx.",0
-99.6125,19.429167,MEX,TROMX,"Trojes, Méx.",1.05
-100.18,19.2075,MEX,VBRMX,"Valle de Bravo, Méx.",0
-99.211667,19.510278,MEX,VDCDF,"Vaso de Cristo, Méx.",10.75
-99.49,19.286944,MEX,VILLACARMELA,"Villa Carmela, Méx. SACMéx.",0
-100.055556,19.461667,MEX,VVCMX,"Villa Victoria, Méx.",0
-100.608889,19.579722,MICH,AGOMC,"Agostitlán, Mich.",0
-102.371111,19.083056,MICH,APTMC,"Apatzingán, Mich.",0
-101.661111,19.926111,MICH,AMEMC,"Aristeo Mercado, Mich.",0
-102.419167,20.183889,MICH,BIBMC,"Barraje de Ibarra, Mich.",0
-100.9,18.5,MICH,CMNMC,"Caimanera, Mich.",0
-101.461389,20.324167,MICH,CBLMC,"Casa Blanca, Mich.",0
-100.55,19.7,MICH,CHIMC,"Ciudad Hidalgo, Mich.",0
-101.259167,19.629722,MICH,COIMC,"Cointzio, Mich.",0
-101.861667,20.207222,MICH,CORMC,"Corrales, Mich.",0
-102.436944,20.304444,MICH,DGNMC,"De Gonzalo, Mich.",0
-100.421111,19.387778,MICH,DBOMC,"El Bosque, Mich.",0
-100.45,19.966667,MICH,EGIMC,"El Gigante, Mich.",1.2
-102.541389,19.979167,MICH,GUAMC,"Guaracha, Mich.",0.764
-101.883333,18.266667,MICH,INFMC,"Infiernillo, Mich.",0
-102.601944,19.958333,MICH,JARMC,"Jaripo, Mich.",0
-102.180278,18.048333,MICH,VILMC,"José María Morelos y Pavón, Mich.",0
-102.2,18.8,MICH,LPSMC,"La Pastoría, Mich.",0
-102.004444,20.354444,MICH,LPDMC,"La Piedad, Mich.",0
-100.406389,19.838056,MICH,LDFMC,"Laguna del Fresno, Mich.",0
-101.626667,20.248889,MICH,LANMC,"Los Angeles, Mich.",0
-102.865556,19.210833,MICH,LOLMC,"Los Olivos, Mich.",0
-102.133333,18.848611,MICH,LPNMC,"Los Panches, Mich.",0
-100.873611,19.829167,MICH,MLPMC,"Malpaís, Mich.",0
-100.439167,19.890833,MICH,MRVMC,"Maravatío, Mich.",0
-101.724444,20.127222,MICH,MOCMC,"Melchor Ocampo, Mich.",0
-101.1,19.7,MICH,MCEMC,"Morelia Centro, Mich.",0
-101.2,19.7,MICH,MNOMC,"Morelia Norte, Mich.",0
-101.176111,19.688611,MICH,MORMC,"Observatorio de Morelia, Mich.",0
-102.284167,20.006667,MICH,ZAMMC,"Observatorio de Zamora, Mich.",0
-101.102778,18.538889,MICH,PINZANESCFE,"Pinzanes, Mich. CFE*",0
-101.044167,19.826944,MICH,PDBMC,"Planta de bombeo, Mich.",2
-102.716667,20.066667,MICH,SAHMC,"Sahuayo, Mich.",0
-102.464722,20.208333,MICH,SCRMC,"San Cristóbal, Mich.",0
-102.651389,19.839444,MICH,SJUMC,"San Juanico, Mich.",0
-102.4,20.1,MICH,SSIMC,"San Simón, Mich.",0
-100.229167,20.000278,MICH,TEPMC,"Tepuxtepec, Mich.",0
-100.299167,19.766389,MICH,TMUMC,"Tercer Mundo, Mich.",0
-102.137778,19.962222,MICH,UREMC,"Urepetiro, Mich.",0
-102.242222,20.339444,MICH,YURMC,"Yurécuaro, Mich.",0
-101.795,19.805278,MICH,ZCAMC,"Zacapu, Mich.",0
-101.931944,18.921111,MICH,ZICMC,"Zicuirán, Mich.",0
-98.829167,18.947222,MOR,ACHMR,"Achichipico, Mor.",0
-99.258056,18.734722,MOR,ALUMR,"Alpuyeca, Mor.",0
-99.376944,18.596111,MOR,AMCMR,"Amacuzac, Mor.",0
-99.463611,18.68,MOR,APAMR,"Apacingo, Mor.",0
-98.928056,18.948889,MOR,ATLMR,"Atlatlahucan, Mor.",0
-98.955278,18.850556,MOR,CASMR,"Casasano, Mor.",0
-98.948889,18.808611,MOR,CUAMR,"Cuautla, Mor.",0.01
-99.375556,18.701667,MOR,CUTMR,"Cuautlita, Mor.",0
-99.2,18.9,MOR,CUEMR,"Cuernavaca, Mor.",0
-98.786667,18.690556,MOR,ELPMR,"El Peñón, Mor.",0
-99.331389,18.765278,MOR,RODMR,"El Rodeo, Mor.",0
-99.180278,18.573889,MOR,HIGMR,"Higuerón, Mor.",0
-99.424167,18.608333,MOR,HUAMR,"Huajintlán, Mor.",0
-99.025,18.441389,MOR,HUTMR,"Huautla, Mor.",0
-98.781667,18.936667,MOR,HUXMR,"Huecahuaxco, Mor.",0
-98.75,18.883333,MOR,HUEMR,"Hueyapan, Mor.",3.5
-99.265,19.028889,MOR,HUIMR,"Huitzilac, Mor.",0
-99.158611,18.883611,MOR,IMTMR,"Instituto Mexicano de Tecnología del Agua, Mor. SMN*",0
-99.2,18.6,MOR,JOJMR,"Jojutla, Mor.",0
-98.8,18.7,MOR,JNCMR,"Jonacatepec, Mor.",0
-98.914444,18.683611,MOR,LCUMR,"La Cuera, Mor.",0.01
-99.004722,18.727222,MOR,MYOMR,"Moyotepec, Mor.",0
-99.031389,18.923333,MOR,OACMR,"Oacalco, Mor.",0
-98.901389,18.900556,MOR,OAXMR,"Oaxtepec, Mor.",0
-99.219167,18.908889,MOR,OBSMR,"Observatorio de Cuernavaca, Mor.",0
-98.758611,18.8825,MOR,OCTMR,"Ocuituco, Mor.",0.5
-99.433333,18.8675,MOR,PAPMR,"Palpan, Mor.",0
-99.156944,18.771111,MOR,PROMR,"Progreso, Mor.",0
-99.322778,18.633333,MOR,PIXMR,"Puente de Ixtla, Mor.",0
-99.042778,18.580278,MOR,SPHMR,"San Pablo Hidalgo, Mor.",0
-99.190556,18.918333,MOR,SLDMR,"Solidaridad, Mor.",0
-99.1,18.691667,MOR,TMPMR,"Temilpa, Mor.",0
-99.223611,18.856944,MOR,TEMMR,"Temixco, Mor.",0
-98.83,18.638333,MOR,TEBMR,"Tepalcingo Bachillerato, Mor.",0
-98.843611,18.596389,MOR,TPLMR,"Tepalcingo, Mor.",0
-99.072778,18.971389,MOR,TPZMR,"Tepoztlán, Mor.",0.1
-99.078889,18.950833,MOR,TEPOZTLAN,"Tepoztlán, Mor. SMN*",1.78
-99.250278,18.611111,MOR,TQGMR,"Tequesquitengo, Mor.",0
-98.710278,18.876389,MOR,TETMR,"Tetela del Volcán, Mor.",0.8
-99.306111,18.487778,MOR,TILMR,"Tilzapotla, Mor.",0
-98.75,18.813333,MOR,TLOMR,"Tlacotepec, Mor.",2.4
-98.943611,19.038056,MOR,TLCMR,"Tlacualera, Mor.",3.5
-99.241667,19.054167,MOR,TMAMR,"Tres Marías, Mor.",0.01
-99.190278,18.528889,MOR,XICMR,"Xicatlacotla, Mor.",0
-99.25,18.683333,MOR,XXOMR,"Xoxocotla, Mor.",0
-99.050556,18.899167,MOR,YAHMR,"Yautepec, Mor.",0.01
-99.196667,18.651389,MOR,ZCTMR,"Zacatepec, Mor.",0
-105.354167,22.49,NAY,ACANR,"Acaponeta, Nay.",0
-104.802222,21.839167,NAY,AGMNR,"Aguamilpa Solidaridad, Nay.",0
-104.5,21.944167,NAY,CHPNR,"Chapalagana, Nay.",0
-105.136667,20.889722,NAY,GAVNR,"Gaviotas, Nay.",0
-106.536944,21.629722,NAY,ISLASMARIASmar,"Islas Marías, Nay. SEMAR*",0
-104.516944,22.250833,NAY,JMANR,"Jesús María, Nay.",0
-105.341667,22.558333,NAY,LESNR,"La Estancia, Nay.",0
-104.450833,21.428333,NAY,CJNNR,"Leonardo Rodríguez Alcaine, Nay.",0
-104.891944,21.489444,NAY,TEPNR,"Observatorio de Tepic, Nay.",0
-105.020833,22.377778,NAY,PAJNR,"Pajaritos, Nay.",0
-105.211667,22.119722,NAY,ROMNR,"Rosamorada, Nay.",0
-105.285556,21.531389,NAY,SANBLASmar,"San Blas, Nay. SEMAR*",0
-104.8875,21.780833,NAY,RSRNR,"San Rafael, Nay.",0
-99.816667,24.1,NL,ARRNL,"Aramberri, N.L.",3
-99.743889,24.99,NL,CABNL,"Cabezones, N.L.",3.2
-99.975,25.590278,NL,CDRNL,"Cadereyta, N.L.",5.21
-99.578889,24.871944,NL,CAMNL,"Camacho, N.L.",26.2
-99.614167,26.091389,NL,CRVNL,"Cerralvo, N.L.",70.11
-99.6975,24.783611,NL,CRUNL,"Crucitas, N.L.",6.9
-99.276944,25.711667,NL,CCHNL,"Cuchillo Solidaridad, N.L.",4
-99.743889,24.99,NL,ELCARMENNL,"El Carmen, N.L. SGT*",5.1
-100.308333,25.576944,NL,ELDIENTE,"El Diente, N. L. SMN*",8.8
-99.399722,24.9375,NL,CPRNL,"José López Portillo, N.L.",22
-99.911667,24.321944,NL,ASCNL,"La Ascensión, N.L.",30
-99.221667,24.992778,NL,PAMNL,"La Pamona, N.L.",23.01
-99.527222,25.497222,NL,LERNL,"Las Enramadas, N.L.",4
-99.195833,26.023611,NL,ALDNL,"Los Aldamas, N.L.",59.4
-99.833333,25.174167,NL,MTMNL,"Montemorelos, N.L.",17.1
-100.271667,25.682222,NL,MTRNL,"Monterrey, N.L.",8
-100.128056,25.428056,NL,LBCNL,"Rodrigo Gómez, N.L.",18.2
-100.551111,25.028333,NL,SRANL,"San Rafael, N.L.",4
-95.700556,16.010833,OAX,ASTOX,"Astata, Oax.",0
-96.1,17.016667,OAX,AYUOX,"Ayutla, Oax.",6.5
-95.929167,16.647222,OAX,BOQOX,"Boquilla 1, Oax.",0
-98.278333,17.532778,OAX,CALOX,"Calihualá, Oax.",0
-94.816667,16.583333,OAX,CHIOX,"Chicapa, Oax.",0.44
-96.658333,18.492778,OAX,CSPOX,"Cosolapa, Oax.",6.36
-96.388889,18.1525,OAX,DPSOX,"Dique Pescaditos, Oax.",0.51
-95.374444,16.434722,OAX,EMAOX,"El Marqués, Oax.",0.3
-97.680278,17.267222,OAX,TLXOX,"Heroica Ciudad de Tlaxiaco, Oax.",0
-97.808333,17.654444,OAX,TSLOX,"Heroica Villa Tezoatlán de Segura y Luna, Oax.",6.7
-97.776111,17.806667,OAX,HDLOX,"Huajuapan de León, Oax.",5.71
-95.869722,17.024722,OAX,HUYOX,"Huayapam, Oax.",0
-95.053889,16.503611,OAX,IXTALTEPEC,"Ixtaltepec, Oax. SGT*",4.2
-95.1,16.583333,OAX,IXTOX,"Ixtepec, Oax.",5.5
-96.55,17.266667,OAX,SCIOX,"Ixtepeji, Oax.",0
-96.2,17.866667,OAX,JACOX,"Jacatepec, Oax.",5.5
-95.033333,16.433333,OAX,JUCOX,"Juchitan, Oax.",0
-95.2,16.6,OAX,KM1OX,"km 33+190, Oax.",0
-95.716667,16.416667,OAX,KM2OX,"km 51+740, Oax.",0
-95.3,16.4,OAX,LPIOX,"Las Pilas, Oax.",0
-95.483333,17.45,OAX,MAROX,"María Lombardo, Oax.",17.11
-96.263611,17.999167,OAX,CDOOX,"Miguel de la Madrid Hurtado, Oax.",24.5
-96.733333,17.066667,OAX,OACOX,"Oaxaca Centro, Oax.",0.01
-96.7,17.001389,OAX,OAOOX,"Observatorio de Aeropuerto Oaxaca, Oax.",2
-97.776111,17.806667,OAX,HLOOX,"Observatorio de Huajuapan de León, Oax.",9.3
-96.483333,15.666667,OAX,PTAOX,"Observatorio de Puerto Angel, Oax.",0
-95.2,16.183333,OAX,SCROX,"Observatorio de Salina Cruz, Oax.",0
-96.716667,17.072778,OAX,PIAOX,"Organismo de Cuenca Pacífico Sur PIAE, Oax.",1
-94.4,16.5,OAX,OSTOX,"Ostuta, Oax.",0
-96.083333,18.166667,OAX,PAPOX,"Papaloapan, Oax.",0.02
